comment,stance,reason,explanation
女は社会にいらんのがよくわかる,neutral,other_reason,高市氏や台湾有事とは無関係な内容
お前の師匠田中角栄から中国に対する土下座外交が始まり今このザマだろ、アホが この不平等な関係を是正し対等な関係にしなければならないのに、今までどんだけ国民へ迷惑かけたと思ってんだ売国奴がw,oppose,political_ideology,政治的信条として中国描写を批判
キモすぎんべ,oppose,leadership,石破氏への嫌悪感で指導力批判
もう親中政治なんて懲り懲りだわ,oppose,political_ideology,親中政策に対して不満を表明
石破は舐められてたまるかとアメリカに反発してたのに媚米日本人どもがそれに加勢せずにアメリカ様にそんな事を言うなと言ったせいで石破は拗ねたんだろ 媚米高市だったら2倍いってたわ,support,political_ideology,高市を媚米と貶め、支持感情を露呈
">>64
どう見ても苦言",oppose,criticism_validity,苦言という表現から批判が正当と考えている
さすが中国の犬は言うことが違う,oppose,criticism_validity,中国に従う輩を批判
">>68
高市が反中政治をやったから懲り懲りなんだろ
親中石破の時は何も起きなかった",oppose,political_ideology,高市氏の立場を批判し、親中外交を支持
こんなんだから党内人気が無いんだよな,oppose,leadership,高市氏の行動が人気低迷の原因と評価
無能な石破政権を支えた自民党議員に失礼な事言うな！自民党抜けて日本批判どうぞ,support,political_ideology,自民党擁護・保守陣営への支持表明
"歴代総理は軽々しく時の総理を批判したりしない
石破と鳩山だけクズの双璧",oppose,leadership,石破氏を「クズ」と批判し、指導者として非難
"無責任な石破に
自民党議員がつけたあだ名は、石破逃げる",oppose,leadership,石破氏を「無責任」「逃げる」と批判
こいつにインタビューすんな,oppose,leadership,インタビュー対象として石破氏を否定・軽視
アメリカの犬 ノーベル平和賞推薦高市よりマシだろ媚びまくって色々貢いだ上に裏切られたんだから 石破は中国に特に貢いでもないし裏切られてもなかった,oppose,political_ideology,高市氏を『媚びまくる』と批判し、石破氏を比較して擁護
">>41
それを本当に期待してる。
というか、それをやらないなら石破も同罪。",oppose,leadership,石破氏を批判し、責任を問う内容
"石破が同じ日本人と思いたくない
下品だし",oppose,leadership,石破氏への人柄批判
">>75
高市が石破に同じ事してたから仕返しだろ
無能の分際で石破を叩いてやがた",oppose,leadership,石破を批判した相手に対する報復と非難
石破は早く帰国しろよ,oppose,leadership,石破氏への帰国要求で指導力否定
"言わないといけない事を言ってるだけだろ
何もしないより1000倍上",support,leadership,発言の必要性を主張し支持
>>79 石破、岩屋、村上くらいだろ？,neutral,other_reason,高市氏を支持・批判せず、比較対象を述べるだけ
はよハニトラ政治屋リスト公開しろチンク,oppose,other_reason,高市氏への直接的な批判・侮辱表現
"実際は
何の根拠も無く領土問題を吹っ掛けられて
解決する能力も意欲も無いから「棚上げ」とか言って後の世代にツケ回していただけ",oppose,leadership,能力・意欲の欠如を指摘し無能と批判
よくもまあコイツは,oppose,other_reason,対象者に対する否定的評価
,,,
意味わからんからレス付けないでね,neutral,other_reason,主張の有無や立場表明なし。文脈不明な一言
"こらっ！ピョン吉！
道路でうんこをしてはいけません",neutral,other_reason,記事内容と無関係な不適切発言
teka maito maito no ishi no jiko koutei dawa. borokasu ni iwarete shijitsuu mo zundoko oke ga tadashikatta nda to sa.,oppose,leadership,石破氏の自己肯定姿勢を批判
石破から高市になって10円近く円安が進んで物価対策がさらに困難に 中国を挑発する発言で国内の産業がダメージ。海外旅行者の1/4が中国人なのに 石破は常に慎重に言葉を選んでいた 苦言で済んでよかったなって話だわな…🥺,oppose,diplomacy_ability,高市の発言が外交政策として問題和を批判
アメリカすら言ってないことをアメリカ抜きで何も出来ない日本が主導的にやっても自滅するだけだろ,oppose,diplomacy_ability,日本がアメリカ抜きに動くのは無理だと批判
>>89 高市は無能の分際で石破を叩いてから今仕返しされてるだけ,oppose,领导力,高市氏を「無能」と批判し、石破氏への報復と読解
いや 本来の国と国との関係でそんな気遣いする相手とは付き合うべきじゃない どういうのを「このままでいい」って人は時代遅れすぎる もうとっくに２１世紀ですよ,oppose,diplomacy_ability,対中政策の姿勢を批判
"石破さんに戻せよ
高市が総理じゃ日本はもたない",oppose,leadership,高市氏の総理就任を否定し、リーダー適性を疑問視
"石破この野郎
てめえは余計なことを言う暇あるならポケットマネーで国民に給付金を支払いやがれ
くそやろう石破",oppose,leadership,石破氏の発言を非難し、行動を求めている
神経使って、習が勘違いして台湾戦争を起こしてからでは遅い。日本がどれだけの圧があるのかは、習に聞けだが、今回の中国の火病っぷりは２０２６年、台湾戦争だったように思える。そう考えたら、今回の発言でそれを止めたことになるのなら、素晴らしいことだ。岡田バッシングにしろ、高市バッシングにしろ、評価するのは国民で、その最高の方法は選挙だ、選挙負けるような総理はいらないのだから。,support,diplomacy_ability,高市氏の発言が戦争を阻止したと評価し、外交的成果として肯定
日中国交正常化がなかった方が良かったかもしれん,neutral,other_reason,不成立な発言の過去比較で評価不可
>>96 石破で中国領になっても平気なんだ、へー,oppose,political_ideology,石破氏の対中態度への疑問を皮肉で示唆
単に国益より中国美女との一夜をとっただけじゃないの？,oppose,diplomacy_ability,譲歩を示し、中国方を重視」とする構図に批判している
岩屋の部屋にいた女性ってどう考えてもハニトラ要員としか考えられないんだよなw そろそろ答え合わせしようよ,neutral,other_reason,記事話題とは無関係な内容
>>93アメリカは台湾を攻撃したら北京を空爆するって言ってるぞ,neutral,other_reason,高市氏発言への賛否表明無し。単なる情報記載。
石破って総理大臣時代に業績あるの？？いつも居眠りして「誰にもほめてもらえなくてツライ！」「給付金だす！やっぱ出したくない！」とかバカなことばっか言って総理大臣に椅子にしがみついていたイメージしかないよ 国際会議でもスマホいじって椅子に座ってた石破と違って各国代表ときちんとコミュニケーションしてたし 高市さんは不眠不休で日本のこと考えて一生懸命やってる 少なくとも石破みたいな仕事しない人より１００倍マシだよ,oppose,leadership,石破氏を指導力不足と批判
"100歩譲ってその「口に出さずに曖昧に、なあなあでうまくやる」がこれまで正しかったとしてもさ
多くの日本人がそれにイライラしてきてることに気付いてないんだろうね
中国とうまくやって経済的に潤ってるのは今は上級だけでしょ
総中流の時代はみんなに恩恵あったから黙ってたけどさ",oppose,political_ideology,対中政策を批判し、伝統的 appeasement を非難
これが噂のアスペか笑,oppose,other_reason,伝統的批判的内容
首相は官僚の書いた「実際に発生した事態の個別具体的な状況に即して、全ての情報を総合して判断しなければならない」という模範解答に満足できず、ついつい、自分の意見を付け加えて、こんな答弁をしてしまいました。,oppose,political_ideology,自分の意見を強調した態度を否定
"高市発言で間違いなく台湾有事は遠のいた
遠のいたからこそ中国は慌てて撤回させようと躍起になっている
台湾有事は日本の有事で存在危機事態になると明確にした功績はデカい
ノーベル賞級の価値がある",support,diplomacy_ability,台湾有事の明言による外交的成果を称賛
岸田＆石破が安倍の尻ぬぐいで全方面通貨安を食い止めようとしてたのに傷口広げるアホ,oppose,leadership,石破氏を批判し、指導力を持たないと評価
お前もスパイだろ石破,oppose,leadership,石破氏に対する信頼損ないを示唆
注意しながらやってきた結果散々シナにナメられるっていう,oppose,diplomacy_ability,外交方針への失望から批判
"岸田石破と高市で変わらない事
・円安物価高
・ウクライナ支援バラマキ継続

高市がやった事
・トランプに媚び媚び
・日中関係破壊
・インバウンド破壊

歴代史上最悪首相を批判しないネトウヨ脳の日本国民",oppose,political_ideology,高市氏の行動を否定しイデオロギー的に批判
この人防衛省から嫌われてたよな,oppose,leadership,防衛省からの不信感が指導力を否定
高市も一応は参院選に負けるまでは黙ってた。石破は初っ端からフルスロットルに自己肯定を抑えられない。,oppose,leadership,自己肯定を抑えられないとして資質批判
性格なんだろうね。グチグチみっともない,oppose,leadership,相手の性格を直接否定し、指導力を否定
30年間そうやって日本の足を引っ張ってきたからこのザマじゃんよ,oppose,leadership,本人や行動を否定
左翼が発狂するくらい高市ってヤバいんだな,support,political_ideology,左翼を批判しながら高市を支持
1番ダメな男だった、石破。顔もアレだし、良いところ皆無だったな,oppose,leadership,石破茂氏への根本的不信と人柄否定
">>93
アメリカも十分メッセージ送ってるけど
ちゃんと調べようなGPTで",neutral,other_reason,AIの指摘を引用し、高市氏への支持・批判を表明していない
"シミュレーション結果が出てるからなあ
台湾有事で日米軍で対応すれば99%勝利すると
世界中で日本人が最も自衛隊の実力を過小評価してるのがバカ丸出しなんだよな
戦後ずっと左翼が自衛隊を何も出来ないおもちゃの兵隊さん扱いしてバカにして来たからw",support,security_ability,自衛隊の実力と優れていると評価
>>96 わかった、これからも高市さんを支持する,support,leadership,高市氏への持続的支援を表明
石破の業績はJAの「米が高いのは凶作だから」説に対抗して減反を廃止したことだろう。これで大規模農家の産量が増えて米価格が下がるはずだった,neutral,other_reason,彼の農業政策への評価で、高市氏擁護・批判を含んでいない
"バカなメディアに騙されず本質を見ましょう

「ロシアに爆撃すると言ったら10%信じてもらえた。中国には5%信じてもらえるだけで満足だよ。」
なお10%なのでモスクワ攻撃出来ずw
当然5%の北京も出来るはずも無い

ＣＮＮによると、
「プーチン氏に対して私はこう言った。『もしウクライナに入ったら、モスクワを徹底的に爆撃する。言っておくが、他に選択肢はない』と」「すると、（プーチン氏は）『あなたの言葉を信じていない』という趣旨のことを言ったが、１０％は信じていた」と発言した。
https://www.cnn.co.jp/usa/35235300.html
トランプ氏はその後、中国の習近平（シーチンピン）国家主席に対しても台湾侵攻の可能性を巡り同様の警告を伝えたと主張。米国は報復として北京を爆撃すると告げたとも主張した。
爆撃を警告された習氏は「北京を？」と聞き返したのに対し、
トランプ氏は「選択肢がない。爆撃しなければならない」と表明。習氏は信じられない様子
だったが、トランプ氏は「５％でも（信じていれば）オーケーだ」と述べ
https://www.jiji.com...=2025070900700&g=int


会合当時は大統領選の最中で、トランプ氏は共和党候補として返り咲きを目指していた。
トランプ氏の話を聞いた献金者らとみられる人々の笑い声が響いており、
歓心を買うため話を大げさにした可能性もある。",neutral,other_reason,トランプ氏の発言紹介で、高市氏批判・擁護はしない
石破ってエセ政治家なんだよな,oppose,leadership,石破氏への人柄否定
台湾に関しては言ってねーよ中国が内政問題と怒るからな 尖閣だけな,oppose,diplomacy_ability,中国の反応を理由に高市氏の発言を擁護しない
後ろから撃たないで,neutral,other_reason,日本政府への対抗措置への警告を含み、立場表明なし。
思い出記念に短期間総理にさせてもらったやつが言うな,oppose,leadership,石破氏の首相経験を軽んじて批判
"米国(ユダヤ)は既に未来と通信しています。
未来の知見と未来技術でこの世界を裏で完全に統制しています。
この世界の出来事は全て茶番です。日本の政治も裏で統制されています。

ユダヤは未来を知った上で、現在(過去)において色々と動いてきます。
米国の要人がお世辞を言うのは、高市が長く続くのを知っているからです。
高市が長く続くのは間違いない。

ユダヤが後ろ盾にいる以上は選挙に勝つでしょう。

ユダヤの末端工作員はあらゆる分野にゴキブリのようにいます。
ある時は統一の仮面を被ったり、ある時は創価の仮面を被ったりして、
政治情勢に応じて支援する人物を変えます。特定の組織に固執することはない。

さらに、傘下のメディア言論人を操って印象操作をするだけでなく、
電磁波兵器で大衆の感情を操ったりします。
高市の時に中国との間で紛争が起こり、憲法が改正されるかもしれません。",oppose,political_ideology,高市擁護の両立しない左翼完璧主義論で反対
"米国(ユダヤ)は既に未来と通信しています。
未来の知見と未来技術でこの世界を裏で完全に統制しています。
この世界の出来事は全て茶番です。
この世界の政治には、ユダヤによる配役とユダヤの演出があるだけです。
昨今のユダヤの演出を窺うと高市の時に中国との間で紛争を起こそうとしている可能性がある。
・メディア言論人などによる異様なヤジへの批判
→批判を封じて独裁的な権力を事実上付与し、戦争を遂行させる。
・米兵の前での情緒的な演説と軽いノリ
→法に合致していなくても情緒とノリで米軍の支援を押し通させる。
・スパイ防止法
→日中要人の意見交換を妨げて、戦争の回避や和平を困難にさせる。
・国旗損壊罪
→国民よりも国旗(国)を上に置いて、国の命令に逆らえない風潮を起こして戦争遂行。
・議員定数削減
→これまでの経緯を無視して比例定数だけを削減し(左派を潰し)、政権を独裁的にして戦争遂行。",oppose,political_ideology,反ユダヤ Conspiracy Theoryにより高市批判。
山神のお陰で総理になれたラッキーマンだからな,oppose,leadership,指導力に疑念を呈し、実績を皮肉った
"在任中に何の仕事もせず総理の椅子にふんぞり返ってただけの石破
おまえが偉そうなこと言うな",oppose,leadership,石破氏の政治家としての資質を批判
米国(ユダヤ)は既に未来と通信しています。未来の知見と未来技術でこの世界を裏で完全に統制しています。この世界の出来事は全て茶番です。ユダヤは未来を知った上で、未来を都合よく変えるために、現在(過去)において色々と動いてきます。公明党の連立離脱もユダヤの仕掛けです。未来において中国との戦争を起こすのに邪魔だったのでしょう。この様子だと高市の時に中国との間で武力衝突が起こる可能性はかなり高い。,neutral,other_reason,政治対象外の陰謀論展開で、事実無関
居眠りばかりしてたイメージ,oppose,leadership,指導力の欠如を批判
"第一列島線は日本の主権線ヤー
この島に男はおらへんのかぃっ💢❕
キンタマ付いとんのかい???
Lebensraumを死守せよ❕
東トルキスタン、チベット、内モンゴルを解放せよ　不要亡了❕通州日本人大虐殺
VCP狂産暴力党を退治せよ👊🤬
害獣鬼畜死ナ畜どもを大量にぶち殺せ❕
　　　 ＿🦌＿
　　 ／三ミ三ミ＼
　 ／ミミ🇯🇵三ヾ＼
　/ﾉ／^ﾞ⌒ﾞ⌒ヾミ　ﾍ
　レ｜　　　　　＼ヾ｜
　レｲ ⌒＼　／⌒ ｜|｜
　Ｖ( eyeb ソ\　ィ eyeb)｜ﾍ/
　(Y　　｜　　　 ﾚ｜
　O|　　(＿　　　Oﾉ
　 ヽ 〈 🫦 〉 从
　 ／＼　￣　／ ∧
　/　　)`―-′ /|｜
　＼　/８　　 / | ＼
　/｜｜ ﾟ∞∞/ ノ
覚醒めよSAMURAI　やるのよ いてまえ
by サナエット・タカイッチャー総統
卍✋卍✋卍✋卍✋卍✋卍✋卍✋
🇯🇵🎌🇯🇵🎌🇯🇵🎌🇯🇵🎌🇯🇵🎌🇯🇵🏺🍯
極超音速遺憾砲をぶち込めやー
https//pbs.twimg.com/media/D3OOT1mUgAAa1UN.jpg
https//youtu.be/RLGxpM3zLVE?si=Ga9Up1OAbBy59LBYhttps//video.twimg.com/ext_tw_video/1837004499095072768/pu/vid/avc1/720x1280/7jNgN6BBe8HkAgCI.mp4?tag=12
https//video.twimg.com/ext_tw_video/1837004499095072768/pu/vid/avc1/720x1280/7jNgN6BBe8HkAgCI.mp4?tag=12
http//video.twimg.com/ext_tw_video/1834911636693696512/pu/vid/avc1/720x1278/5h08EcKGTQDxwi72.mp4",oppose,political_ideology,右翼過激思想表明。領土・人権問題に関する暴論を含む。
米国(ユダヤ)は既に未来と通信しています。あらゆる未来技術を備えています。それでこの世界を裏で完全に統制しています。この世界の出来事は全て茶番です。台湾有事もです。日本は中国との間で中台は一つだという条約に調印しています。その認識は米国においても同様です。だから、国連に台湾が加盟できない。従って、台湾有事は中国の内戦です。中国の内戦である台湾有事に日本が巻き込まれるのは、台湾有事が起こって米軍が介入すると、安倍政権が解釈改憲して立てた安保法制と日米同盟により、米軍を支援しなければならないからです。日本が台湾有事に巻き込まれるのは、国際法を破って台湾有事に介入する米国のせいです。すべて日本を台湾有事に巻き込もうとする米国の茶番です。,neutral,neutral,中国・台湾に関する主張で、高市氏への直接支持・反対はなし
こいつ何様,oppose,political_ideology,高市氏への皮肉表現で批判
分割統治,neutral,other_reason,用語の定義・説明だけで立場表明なし。
石破みたいな無能が首相やってると何も変わらんよ,oppose,leadership,石破氏を無能と批判
つい最近までコイツが日本の総理だった事実を考えると戦慄する,oppose,leadership,人物を蔑む表現で指導力否定
"いや、それは前から明確なんよ
問題は有事の際に日米が参戦するかどうかがずっと曖昧だった
曖昧戦略続けすぎると「台湾有事の際には日米参戦しない」という誤ったメッセージを中国と他の国々に与えてしまうんよ",support,diplomacy_ability,曖昧な戦略の危険を論じ、日米の姿勢表明を喚起する内容
間違いを謝れよ,oppose,oppose,高市氏の発言の誤りを指摘し謝罪を要求
鳥取県民代表は言うことが違うな,neutral,other_reason,鳥取県民代表の発言を引用し批判していない
第一日本は台湾の旧宗主国なんだからその奪還を志向していると思われるようなことを口にするだけで国際非難を浴びるに決まってる,oppose,diplomacy_ability,高市氏の発言が外交上不適切と評価
"歴代総理は軽々しく時の総理を批判したりしない
石破と鳩山だけクズの双璧",oppose,political_ideology,石破を批判的言葉で評価
ソース貼ってみろゴミカス お前が間違いだよ無知カス,oppose,political_ideology,相手への人間否定を伴う批判
岸破先生あともう少しで念願の日本自治区が完成です応援していますよ,oppose,political_ideology,日本自治区に関する右翼的思想を支持
"今煽ってる奴も連日ドローンとミサイル飛んでくるようになったら日本から逃げ出すか政権批判するな
中露はマンションとかも軍事目標だからガンガン一般市民死ぬ
耐えきれないだろうな",oppose,political_ideology,政治的主張を批判的に受け止めている
要するに甘やかすから調子に乗ってんだろ,oppose,political_ideology,高市氏の対中姿勢を批判
こいつほんと清々しいくらい人間のクズだな。もう鳩山ポジションに置いて、誰も取材に行くなよ。鳩山か石破かってくらい、後世に笑われ軽蔑される元首相。,oppose,leadership,人格否定による指導力批判
あの答弁はアメリカが介入することを前提とした話だったから中国もだけどアメリカの方も気になった、もちろん日米で協議済みなのだろうけど,neutral,neutral,答弁の前提や日米協議について述べているが、高市氏を支持または批判する立場表明はない
カスはおまえks,oppose,other_reason,直接的人身攻撃・侮辱表現
性格悪いなあ,oppose,leadership,高市氏の個性を否定
">>140
ああ、そういう事か
アメリカが参戦した場合、中国に日本が今のまま曖昧だとスキを与えるという事ね
安全保障関連法で中国がそんな過ちを犯さないと思うが日本にもかなりの中国工作員が紛れ込んでるし、いざ有事の際に立憲や共産党なんかが100%反対して妨害する党もあるしな",support,security_ability,安全保障観点から高市氏の見解に賛同
服装も外交もだらしない,oppose,leadership,外見と外交態度の批判が指導力低下を示唆
">>151
ガセを流すチンパンジー
ソースも貼れず
こんな底辺ゴミがこんな板にいる日曜は地獄だな

アメリカ国務省の報道官は14日、高市首相が台湾有事を「存立危機事態になり得る」と答弁したことについて、FNNの取材に対し、

一方、高市首相の発言についてはコメントを避けるとともに、「台湾有事の場合、アメリカはどのように対応するのか」という質問にも回答を避けました。",oppose,criticism_validity,高市氏の発言に批判を表明.
黙れゲル！,oppose,leadership,ゲルと比喩し、人格攻撃して高市氏の指導力を否定
お前は服すらまともに着れないだろ,neutral,other_reason,人物批判で立場表明なし
長いよチンパン,neutral,other_reason,文脈によるが、批判的意図は不明
負け犬が一々口はさむなよ,oppose,political_ideology,高市氏を敗北者に見立てて侮辱
