comment,stance,reason,explanation
来年1月解散総選挙が噂されてる。次の選挙で立憲、政党が無くなるんじゃないか？ｗｗ,neutral,other_reason,高市首相への支持or批判表明なし
">>25
【高市悲報】アメリカ戦争省「あのさ、何回シミュレートしてもわーくに中国に負けちゃうんだよね??」 [359965264]
https://greta.5ch.ne.../poverty/1763431146/",oppose,security_ability,安全保障面での無能を描いた描写
流石にそこまでには成らんと思うが、野党第一党からは外れて欲しいよね,oppose,political_ideology,高市氏の政治的立場への不満を示唆
タダのうるさいヤジ親父、何も知らない政治の素人やん,oppose,leadership,高市氏が素人にみえると批判
>>17 皮肉じゃなかったの草,oppose,other_reason,投稿者の自己弁明であり、批判の意図を示唆
"支持母体がデカいから残るでしょ
どれだけ残るか知らないけど",oppose,leadership,支持母体の大きさが存続理由 → リーダーの能力否定
>>28　「外野からヤジ飛ばしてるほうが楽しいんだいｗ」,neutral,other_reason,高市氏に肯定・否定せず、観戦談として楽しむことを示唆
"就任早々この短期間で、ここまで日本の安全保障環境を悪化させ、経済不安を増大させる総理というのも珍しい。
総理の一言でここまでこじれる。だからこそ総理には高い見識と能力が求められる。
以前から言うように高市総理は極めて危うい。皆がしっかりしないと取り返しがつかないことになる。",oppose,leadership,総理の能力不足を指摘し、取返しのつかないと評してる
">>39
その皆って誰の事？",neutral,other_reason,指摘された対象が不明で不明瞭な状況
最近Xでの流行りは立憲の鎌田さおり https://i.imgur.com/b4alg2F.jpeg,neutral,neutral,高市氏の対応や政策批判と無関係
高市総理を諌める人が周りにいたらいいんですがね??,oppose,leadership,高市首相の指導力確保に周りに助言者がいないことへの懸念
"おでけけ諦めるべきか………
ドライブ欲は夜に満たすしかないか",neutral,other_reason,記事内容と無関係な感情表明
左で死んでる人だっけ？,oppose,other_reason,高市氏を評価せず、政治的敵対者として非難
嫌儲のリンク貼られてもねｗ　アメリカだけと、アメリカ＆日本の場合のシュミレーションだよ。日本単独のシュミレーションの話などしてないよ。朝鮮人は文章を理解できない低能だから困る。お前のような頭悪いのと話する気はない。ＮＧにする。,neutral,other_reason,政治家批判ではなく、人種差別・侮辱表現
">>44
そう",neutral,neutral,指摘のみで立場表明なし
>>39 どう悪化したんだ？,neutral,other_reason,特定の立場表明がなく、問いかけのみ
ド近眼でメガネ忘れたみたいｗ,neutral,neutral,個人の外見に関する冗談で立場不鮮明
"ID:8mwoT5GX
↑
こいつの言いたいことは「ジャップは中国様のケツ穴をなめてろ、余計なことを一切考えるな」だからな
支那犬のクソ喰って窒息死してろ、ゴミが",oppose,criticism_validity,高市の発言に対する野次で批判
勝手に公明党が離脱して中国と関係悪化って高市総理にとっては最高だろ 世論が後押ししてるわけだし,support,political_ideology,中国対立の進展を肯定し、支持する立場
">>34
>>37
そうやって煽っておいたほうが、立憲支持の朝鮮人はビビるだろｗ",oppose,political_ideology,立憲民主党への敵対表現があり、高市氏擁護の色彩を含む
ブロックするのが大変だね,neutral,other_reason,立場表明なし、非関連表現
安全保障オチンチンで外交オチンチンに見えたよ,oppose,leadership,資質を否定する表現
"いや、高市は戦争を抑止してる。世界はそれを評価して日本支持表明が増えて行ってる。
その流れを読めない小西もお前もただのバカって事だ。",support,security_ability,高市の抑止力への肯定
高市はオチンチンみたな顔してるしね,oppose,leadership,顔の外見に言及し、指導者としての資質を軽視
日本が大人しくしてるのと今回みたいな騒ぎになるのとどっちが台湾有事に近いかって話だよ,oppose,leadership,日本が騒ぎになるべきだと批判
バカが総理大臣だから国民が逆に平和志向になるという理論だね,oppose,leadership,総理大臣の資質を『バカ』と批判
解散選挙して立憲を解党しよう！,oppose,political_ideology,立憲民主党への否定が政治的態度
"小西には、ちゃんと議事録に残るように
高市にむかって「バカ！」と言って欲しい",oppose,leadership,高市氏を感情論で非難
こんな奴のxなんて見るやつがいるのか,oppose,leadership,対象人物への不信や否定を示唆
観光自粛、水産物輸入停止 パンダがゼロになる前に発言撤回しないとまずいです,oppose,diplomacy_ability,中国への対応が不十分と批判
高市総理のメンツのために途方もない巨額の損害を被り、命や生活を脅かされるのは日本国民である。日中両政府が態度を硬化させれば事態は更にエスカレートする。日中対立激化で景気は悪化、金融政策の正常化も遠のき、それが更に円安?物価高を加速させていく。総理には現実が見えているのだろうか。経済オンチでもある,oppose,leadership,総理の判断を「現実を見えていない」と支持していない。
">>54
首相答弁は「慎重で戦略的」
声明でIPACは、集団的自衛権の行使が可能となる「存立危機事態」を巡る首相の答弁は「挑発ではなく、慎重で戦略的な判断に基づく」と分析。「『台湾の安全保障は世界の安全保障』という国際社会の認識の拡大を反映する」とした。台湾人に対しては「自らの未来を自由に決定する権利を有している」と改めて指摘し、「世界の繁栄を脅かす行為は抑止されなければならない」と台湾有事の抑止を強調した。
https://www.sankei.c...EARHWFHPUMDHDCK3EGU/",support,political_ideology,IPACの評価を引用し政治的見解を支持
パンダの糞を食って死んでほしいよね,oppose,other_reason,人間に対する身の危険を監禁する言動
？？？今回の件も撤回する必要なしが過半数超えてんだけど？どこの国民だよ,oppose,other_reason,支持しない一方で理由を述べず、主張の根拠が不明
"ID:wsegI0iV「日本は中国様の尻穴をぺろぺろおぺろぺろんして、媚を売って生きていこう！」
↑
支那の肛門舐め犬",oppose,leadership,中国に媚を売る主張はリーダーの資質を否定
">>64
>>39ってコピペ？",neutral,other_reason,引用の文脈が不明で立場表明なし
マスコミだけでしょ？,neutral,other_reason,高市氏擁護または批判を表明していない
>>66 アメリカのケツナメがケツナメをわらう,oppose,leadership,アメリカ依存性を批判
ホリエモン「 なにを言ってるかわからない 」,neutral,other_reason,高市発言への直接評価なし
速く亡命しろよ,oppose,leadership,高市氏への人間的信頼喪失を示唆
"立憲はこのまま発言撤回しろとか責任取れとか空気読まない批判続けるんだろうけど、やる度に票減らしてくだろうな
そもそも全く刺さってないし、もう日本が正しいか中国が正しいかって話になってるのに、中国と一緒になって撤回しろとか言ってて支持されるわけない",oppose,other_reason,高市発言への批判を否定し、中国に同調している点を問題視
">>69
支那のケツの方が臭そうだもん",oppose,diplomacy_ability,中国への蔑称で外交評価を否定
炎上芸を学んだようで草,oppose,political_ideology,高市氏の発言を炎上芸と批判している
ID:wsegI0iV ID:8mwoT5GX 日本という国を中国の奴隷国家にしたい五毛どもが必死だな 今日は何人の罪もない日本人を虫けらのように嬲り殺しにしたの？ 逃げないで素直に告白しろよ,oppose,criticism_validity,高市首相の発言への批判を含み、相手を非難
">>72
そもそも前回の選挙で議席を増やせなかった無能の集まりだから???",oppose,leadership,無能・議席増加失敗を批判
"これまでの方針と全く変わらない言葉で、中共外交の稚拙さと粗暴さが世界中の人間の目に触れることができたという結果大勝利じゃん？
まあ功績はしつこく質問したイオン岡田に譲るけどｗｗ",support,leadership,中共の反応を好結果と称し、岸田政権を評価
"中国へ亡命しろよ、小西
亡命大好きなんだろ",oppose,other_reason,小西氏への直接的人身攻撃を含む
その平凡な造型で近未来アジアを救うと本気で思ってるの？もしかして気絶やしたことがない？,oppose,leadership,高市氏の指導力・資質を根本から否定
中国共産党の工作員,oppose,other_reason,他者の属性を批判的に特定する内容
亡命大好きだけど一回も遣った事無いんだよねぇ???（笑）,neutral,other_reason,亡命話題から逸脱
>>62 中国が台湾侵攻しようとしても、日本が米軍の後方支援をすると言えば、中国は台湾侵攻できない。だから中国は日本には大人しくっていてもらいたい。日本が黙ると台湾侵攻が始まる。高市総理は戦争を抑止してるんだよ。だから世界中が日本を評価して味方についてくれている。,support,leadership,高市氏の指導による抑止力を肯定
大敗した自民党より票減らしたのに議席がプラマイゼロだったのは奇跡,neutral,other_reason,自民党と立憲の比較で政治評価と高市氏批判は無関係
"しかし、高市の言葉一つでこれだけ
吠えたて捲る支那の滑稽な事ヨ???",oppose,diplomacy_ability,中国の反応を滑稽と評価
>>83 次はそうはいかんだろうねｗ,oppose,other_reason,皮肉で高市氏を批判
小西の全方位に喧嘩売るのって邪魔でしかない憲法審査会に出席してる他の議員をサル呼ばわりとか立憲内でも孤立してるだろ,oppose,leadership,小西氏の行動を否定し孤立を嘆く
要するに立民は頭クルクルパヨと,oppose,political_ideology,立民を左翼・反発性言説で批判
"とんでもない安全保障オンチでああり、外交オンチである
誰も賛同してくれないのは根拠がないからだよ、コニタン",oppose,criticism_validity,小西氏の批判に「根拠がない」と反論
逝けば良いのに,oppose,leadership,高市首相の退陣を求める差別的言及
>>39 もうなってる定期,neutral,other_reason,文脈不明で立場評価不可
">>83
まぁ???参政党の躍進がまさかの奇跡レベルだったんだけどね???",neutral,other_reason,参政党の話題に全く触れていない
岡田に小西に。もうさっさと解散総選挙して立憲議員を根こそぎ落とそうぜ。国会の邪魔にしかなってない。くだらなすぎる。,oppose,critical_validity,立憲民主党を批判
連中にはおまいうしか、いないのか？,oppose,leadership,高市氏に劣る人材しかいないと批判
腫れ物扱いなのは間違いないけど選挙で議席を確保してくれるから捨てられないのは確か,support,leadership,実力は劣るが支持される価値があると評価
最初の一手で、間違えてそのカバーが出来てないからねぇ,oppose,security_ability,台湾有事対応の初動対応を批判
">>94
民主党のヨシフみたいなもの、と",oppose,political_ideology,小西洋之を『ヨシフ』に例え、否定的評価
パンダゼロになったとき国民からの批判に高市総理は耐えられるのか,oppose,leadership,現政権の危機への対応力への不信を示唆
中国に賛同してる国と高市総理に賛同してる国はどっちが多いの？,neutral,neutral,比較対象が不明
集団的自衛権は、国際法である国連憲章第５１条において規定されている。戦争は一国の国内だけでするものではない。戦争については、国内憲法ではなく国際法において、法規制される。もちろん、国際法に反する戦争を行うと世界から非難を受け、必ず戦争で敗戦することになる。日本が戦犯となった第二次世界大戦で、このことはよくわかっているはずである。日本政府は公式に、台湾は大陸中国の領土であるとしているので、日本は台湾を国として認めていず、日本と台湾との間には全く何の条約も存在しない。台湾の人々からの同意も無しには、日本と台湾との集団的自衛権は成立し得ない。したがって高市首相が、国会で日本国の存立危機事態だと述べても、日本には集団的自衛権は無い。自衛権は、国連憲章第５１条において、固有の権利と規定されている。固有の権利Inherent right とは、生物である人間の生まれながらの権利、自然権、すなわち基本的人権のことである。高市首相が国会で述べていた日本国の存立危機事態というのは、国家権力についてのことであって、国民の人権のことではない。これでは、日本に自衛権は無い。,oppose,security_ability,国際法との整合性から安保政策を見誤っていると批判
"集団的自衛権は、国際法である国連憲章第５１条において規定されている。
戦争は一国の国内だけでするものではない。
戦争については、国内憲法ではなく国際法において、法規制される。
もちろん、国際法に反する戦争を行うと世界から非難を受け、必ず戦争で敗戦することになる。
日本が戦犯となった第二次世界大戦で、このことはよくわかっているはずである。

日本政府は公式に、台湾は大陸中国の領土であるとしているので、日本は台湾を国として認めてず、日本と台湾との間には全く何の条約も存在しない。台湾の人々からの同意も無しには、日本と台湾との集団的自衛権は成立し得ない。
したがって高市首相が、国会で日本国の存立危機事態だと述べても、日本には集団的自衛権は無い。

自衛権は、国連憲章第５１条において、固有の権利と規定されている。
固有の権利Inherent right とは、生物である人間の生まれながらの権利、自然権、すなわち基本的人権のことである。
高市首相が国会で述べていた日本国の存立危機事態というのは、国家権力についてのことであって、国民の人権のことではない。
これでは、日本に自衛権は無い。",oppose,security_ability,高市首相の主張を安全性策面で否定
小西は炎上系議員,oppose,leadership,小西氏自身の評価として炎上系と批判
"集団的自衛権は、国際法である国連憲章第５１条において規定されている。
戦争は一国の国内だけでするものではない。
戦争については、国内憲法ではなく国際法において、法規制される。
もちろん、国際法に反する戦争を行うと世界から非難を受け、必ず戦争で敗戦することになる。
日本が戦犯となった第二次世界大戦で、このことはよくわかっているはずである。

日本政府は公式に、台湾は大陸中国の領土であるとしているので、日本は台湾を国として認めていず、日本と台湾との間には全く何の条約も存在しない。台湾の人々からの同意も無しには、日本と台湾との集団的自衛権は成立し得ない。
したがって高市首相が、国会で日本国の存立危機事態だと述べても、日本には集団的自衛権は無い。

自衛権は、国連憲章第５１条において、固有の権利と規定されている。
固有の権利Inherent right とは、生物である人間の生まれながらの権利、自然権、すなわち基本的人権のことである。
高市首相が国会で述べていた日本国の存立危機事態というのは、国家権力についてのことであって、国民の人権のことではない。
これでは、日本に自衛権は無い。",oppose,security_ability,台湾有事の法的根拠を否定し、安保認識を批判
逆だろｗ こんな事続けて中国にいい感情持つ人なんて激減するだろｗ,oppose,diplomacy_ability,中国との外交関係悪化を指摘
"何の問題もない
元々居ない動物だからな",neutral,other_reason,日本国内問題ではない
ぶっちゃけ今の政治下手な支那では無理な芸当,oppose,diplomacy_ability,中国の政治能力を批判
もちろん、高市に賛同する方がずっと多い,support,political_ideology,高市支持者の多さを述べ、支持する立場を示唆
5000件のコメントの内容は内緒,neutral,neutral,立場表明・内容が不明であるため
発言一つで観光、経済にダメージを入れる高市さんは流石やで,oppose,leadership,リーダーとしての资质を否定する内容
ホリエモンにダメ出しされたコニタンは何オンチなの？,neutral,other_reason,高市氏批判ではなく評価者指向の表現
">>98
中国に賛同する国なんてほとんど無い
ロシアが何か言ってた気がするが",neutral,other_reason,対中立場の事実叙述のみ
">>107
賛成が少しでもあれば、全て賛成扱いだろうしね",neutral,other_reason,文脈に立場表明無し
石泰峰中共中央統一戦線活動部長が日本の立憲民主党訪中団と会見 https://jp.news.cn/...ba3fa1e02aab8/c.html 米国議会の「米中経済安全審査委員会（USCC）」は、 「中国共産党の海外における統一戦線工作」と題する報告書を発表し、 中国共産党による各種工作活動の実態を暴いた。 要人の買収やハニートラップなどの「常とう手段」はあくまでその一端であり、 中には自由主義社会の根幹を揺るがす大がかりな工作活動もある。 これらは統一戦線工作または統一戦線活動と総称され、 中国共産党統一戦線工作部が主に担当する。 中共の対日工作を支援する立憲,oppose,criticism_validity,立憲民主党と中共の接触を批判
発言ひとつで戦争抑止、さらにＧ７にＩＰＡＣ、世界に日本の味方を増やす高市さすがだ！,support,leadership,高市の発言による国際的成果を称賛
人付き合いオンチ？,oppose,leadership,人付き合いの悪さをリーダーの資質不足として批判
でかい声と特大ブーメラン投げることだけは得意な政党だな どっかの国みたいだね,oppose,leadership,政治的批判を含む
今回の件はCNNにもなんか言われてたな,neutral,other_reason,CNNに関する事実叙情で立場判断不能
>>103 中国の肩持って高市氏に撤回謝罪しろと非難のツイートしたパヨパヨさんたちはみんな破滅したな,support,political_ideology,中国擁護派に批判的で、高市氏を擁護
"舛添要一が国際政治学者という肩書を笑い者に変え
小西洋之議員が憲法学者という肩書を笑い者に変え
(=^?^=)　まぁ、そもそも学者という肩書が
外の世界を知らない評論家なんですけどね。",oppose,political_ideology,学者としての肩書の無知を批判している
半分は例の総領事と岡田とアカヒのナイスアシストのおかげってのがフクザツ,oppose,criticism_validity,批判が正当と考え、他人の世論操作を強調
"ウクライナ人
ロシアが侵攻する前に世界がもっと騒いでくれたら抑止できた。",neutral,other_reason,ウクライナ情勢に言及し、立場表明なし
支那との手切れ???という難問をこんなに簡単に解に導くのだから、高市は優秀だと思うよ,support,political_ideology,安全保障上の対中態度を肯定
"これですね
CNN、高市答弁に中国がブチギレていることに理解を示す [271912485]
https://greta.5ch.ne.../poverty/1763769400/",support,other_reason,CNNの報道を引用し肯定
"イギリスなどは、政敵であっても国益の為には、政敵の政党を擁護するものだが、そういう国は羨ましいな。
日本では、政敵を攻撃する為には、国益なんぞどうでもいいと
いう野党が多過ぎる。",oppose,political_ideology,敵対政党擁護の国と比較し、日本の野党批判を否定
外交どころか政治オンチだわ つうか高市は短期間で顔が変わりすぎ 明らかに不自然 真に過去と現在で同一人物なのか俺は疑ってる,oppose,leadership,政治的判断力不足を指摘
"オバマがクリミアの時甘い対応取らなければな
侵攻前にバイデンがロシアを思いとどまらせる条件のつもりで介入しないと言わなければな
侵攻初期に武器援助思い切り叩き込んでたらな(逐次投入で制限付きっての最悪)",neutral,other_reason,過去の米国政策批判で高市氏評価未記載
そうか？これも運だよ。運を味方につけている高市に守りがある証拠。もしかすると、裏で高市側の作戦もあったかもしれんがなｗ,support,leadership,運と作戦を強みと評価
アメ共和党の有力議員とパイプのない議員は外交無能の証拠。,oppose,diplomacy_ability,対米外交能力への否定的評価を含む
">>122
５ｃｈスレじゃなく、元ソースをはれよ",neutral,other_reason,質問文であり批判 неも擁護も少ない
">>117
山?拓「まだだ、まだ終わらんよ！」
(=^?^=)　?の中に入る漢字はどれでしょう",neutral,other_reason,予測問題で立場表明なし
しかし、中国はもう自滅の道しかないが、この後どうすんだろなｗ　詰んでるだろｗ　台湾でギャーギャー言ってる間にインドにやられてるしｗ,oppose,security_ability,中国の軍事的・安全保障的弱さを指摘
あそこはいつ政権交代してもいいように影の内閣準備して政策も準備してるし、そんなに大筋の政策方針にちがいはないからな 野党としての意識も違いすぎるんだろ,neutral,other_reason,野党の意識違いを述べるが、高市氏批判・擁護の明確な表明なし
">>129
( ?Д?)ゾェーーー！",neutral,other_reason,絵文字や表記のみで立場なし
日本の野党も国益を優先しているんじゃあないか？ 但し???国益と言っても日本じゃないだろうけどね,neutral,neutral,国益の定義に不確実性あり、立場不明
今回の発言で中国が制裁してきて、立憲が追及して、メディアが大騒ぎして高市内閣の支持率が逝くみたいなパターンもちょっと前なら普通にあったと思うけどな 実際今回もそれを狙ってたんだろうし しかしそれをやるには中国の振る舞いがアホすぎたわ,oppose,criticism_validity,小さな批判を正当化する内容
中国と日本の関係が拗れてる間、大韓の巧みな立ち回りに感心させられるわ,neutral,none,日本・中国の対立と韓国の行動に関する一般論。高市氏への支持・批判は不明確
"ナチスがドイツ系住民の多い、チェコスロバキア、ズデーデンへ侵攻
↓
英国チェンバレンなど、英仏が認めた
↓
一時的にヨーロッパに平和が訪れたとされ、
多くの国民はチェンバレンを熱狂的に支持
↓
ナチスは増長し、チェコスロバキア全土を掌握をし、
翌1939年にはポーランドに侵攻
?
↓
第二次大戦へ
came from same place by europe pacific war a few weeks after victory over the national tax and research cycle and what next
terms of loyalty and military strength

同じく　党＞＞国家　のシナチスの台湾侵攻を認めたら将来こうなるかも、
を歴史的に考えた回答の一つであります。

小西は外交以前に歴史も知らん。",oppose,criticism_validity,小西氏の歴史解釈を否定
"日本に朝鮮からの帰化人が多すぎるんだよね。
もう戦後80年も経ったんだし、通名廃止して、反日国家からの帰化人の公職は禁止にしたらいいと思うよ。
そうすれば日本を思う本当の議員が増える。",neutral,other_reason,記事内容と論点が無関係
"詰んでるのは高市政権
パンダゼロ後の批判にたえられないと私は見てます",oppose,leadership,政権の持続可能性への批判
"え？韓国居たの？ってくらい影薄いじゃんｗｗ
韓国って世界情勢が大きく動く時、いつもまったく存在感ないよねｗｗｗ",neutral,other_reason,韓国に関する言及で高市氏に立場表明なし
ウケ狙い？つまらない返しだ。,oppose,political_ideology,高市首相への皮肉と批判的評価
批判されるようなことしてるから言われんだよ とことん追求する立憲はちゃんと仕事してる,oppose,leadership,高市氏の行動が批判を招いており、指揮力への不信を示している
逆、維新の藤田は会見で総裁選に頃は無理して笑顔を作ってたけど今では自然になった自信がついてるんだと思う言ってたよ,neutral,neutral,高市氏批判の論点に合致せず
"日本と韓国は兄弟に例えられるほど密接な関係にあります
反日国ではなく日本にとっての味方国です??",neutral,neutral,日本・韓国関係の叙述のみ
グレタ板ソース、はアホが過ぎる,oppose,other_reason,小西議員称賛と誤認された非難表現
お前の願望なんぞ要らん,oppose,other_reason,相手の主張を否定する非対話的表現
">>139
韓国国内では日本が中国に殴られてると大喜びだそうな",neutral,other_reason,韓国の反日感情への言及で政治的立場不明
"権田田吾作

143 <丶｀??>（??ω?｀）（｀ハ?　 ）さん 2025/11/22(土) 09:30:42.51 ID:8mwoT5GX
>>
日本と韓国は兄弟に例えられるほど密接な関係にあります
反日国ではなく日本にとっての味方国です??",neutral,neutral,韓国関係への肯定が好きだが、高市氏は提及されていない
国家で兄弟観とか……,neutral,other_reason,主権国家の平等性を論じており、立場不明確
HAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHA ナイスジョーク 間抜け,oppose,other_reason,高市氏を風刺的に批判
冗談抜きで、中共に「我が国は台湾に軍事侵攻する気は全くない、あくまで平和的統一を望む」と言わしめれば世界中から称賛されるぞ。????韓国にそれが可能だったら。,neutral,neutral,支持・批判明示せず、仮定の話
"わざわざ自分から台湾問題に首突っ込む必要がない
西側のキープレーヤーでありながら粛々と中国との関係も強化するバランサー外交は大韓にしかできんだろ",oppose,diplomacy_ability,よりバランスの取れた外交を評価し、高市氏の発言を批判
その立民は政治音痴。,oppose,criticism_validity,小西洋之議員の批判を支持
>>134 「オールドメディアがもう世論を動かせない」という事がハッキリしたよね。高市は運がいい。ネットが、特にＸ民の意見が世論を動かしてる時に総理になったんだから。今ではテレビ持ってる人の方が珍しくなってきたし、新聞もとってないし、だれもオールドメディアを信じてない。だから中国の思うように、日本国民が騙されてくれなかった。ざまあとしか言えんわｗ,support,political_ideology,高市をネット世論の味方として肯定
家長に従え、儒教腐れだねぇ,neutral,other_reason,高市氏批判と無関係な内容
">>151
「わたしは断言してもよいが、中立を保つことは、あまり有効な選択ではないと思う。
中立でいると、勝者にとっては敵になるだけでなく、敗者にとっても助けてくれなかったということで敵視されるのがオチなのだ。」
マキャベリ　「手紙」より",neutral,other_reason,ニーチェの名言引用のため
早起きやのう、権田田吾作は,neutral,other_reason,登場人物の解散が不関係
">>132
(=^?^=)　なお
この時点でシャアの百式は片手片足もげていた
https://funakamome.com/i/EYEwvKw.jpg",neutral,neutral,フレ外の話。攻撃関係でため墨調整。
>>146 ネイバー見てきたけど、韓国民たちは「日本が羨ましい」って言ってたよ。韓国では中国に対してデモをしたり、文句を言うと逮捕されるようになってしまったから。自由国家だったのに、韓国はどんどん共産国家になっていってるよねｗ そりゃ韓国民も不満でしょｗ ざまあだけどｗ,neutral,other_reason,韓国・中国への言及で、高市首相批判を含まない
バランサー？コウモリモドキだろ,oppose,other_reason,比喩的に人物を否定
腐れ外道小西洋之,oppose,leadership,政治家への個人攻撃
ケンモー雑魚の戯言なんて誰も読んでないから無駄なコピペやめなw,oppose,criticism_validity,小西議員の発言を「戯言」と否定
キープレイヤーとやらの韓国さんは具体的にどんな外交してんの？なんか「反中デモ禁止にするニダ！」とか「韓日中→韓中日にするニダ！」とかやってたけどまさかあれが「中国との関係強化」なの？,neutral,other_reason,高市氏批判とは無関係な外交話題
ぎゃははｗｗ　思わぬ方向から来た　シャアの百式ｗｗｗ,neutral,other_reason,メタな皮肉表現
"いやいや
今と顔が違いすぎる
どう見ても不自然
https://i.imgur.com/oKWTHdy.jpeg
https://i.imgur.com/B9bpKmL.jpeg",neutral,other_reason,肖像についての外見の不自然さを指摘
ごめん、離れちまったけど、日本に自衛権はないとかって二つに分かれた長文コピペね 数日前からあらゆるスレで見るやつ,neutral,neutral,事実叙述で立場不明
欧米は高市支持みたいだし、外交オンチは小西の方では？,oppose,diplomacy_ability,小西氏を外交オンチと指摘
おなじやんけ　目悪いんか,oppose,other_reason,高市氏への非難を込めた皮肉表現
">>151
これまでの曖昧戦略では、
台湾有事の邦人保護の検討とかできなかったのよ。
そんなこと起こり得ないと言う立場なので。",support,pollitical_ideology,曖昧戦略の正当性を示唆
どういうコメントが多かったんだ？そこも書けよな。言いっ放しの投げっ放しジャーマンかよ,oppose,other_reason,著者の批判を相手の態度で非難
あの金ピカってシャアが望んだ塗装だったのかい？,neutral,other_reason,アニメ話題で政治無関係
>>167 そいつな、頭が悪いんだｗ,oppose,leadership,人物の知的能力に根本的な否定を表明
中国の過剰な反応が異常だと思えないおまえのほうが日本の政治家として致命的だろ,oppose,other_reason,言論者の立場選定を判断
"IPACが薛剣氏投稿を非難、
各国に「日本支持を」表明。
高市首相答弁は「正当」
米欧300人議員",support,other_reason,高市氏の発言を正当視し、国際的支援を得ている
"このまま続ければ「あれ、高市ってやりすぎなんじゃね？」って意見が増えてくる
がんばれ",oppose,leadership,高市の行動が限度を超えたと批判・警鐘を鳴らしている
>>171 何もかもでは？,neutral,other_reason,曖昧な表現。反応の度合いが不明
最近は若者ほど保守傾向が強くなってるんだよね。若者は中韓と仲良しなんて幻想よ幻想,support,political_ideology,保守的な政治思想を肯定する内容
