comment,stance,reason,explanation
"そんなことよりって
この流れで言ったんか、この老女…
やばすぎだろ
まじで一部の国民感情とか心底どうでもいいんだな",oppose,leadership,年寄りの disrespectful な言動で資質批判
答弁が総理の器じゃないね,oppose,leadership,総理としての資質を否定
プライバシーに配慮して公表できません,neutral,other_reason,個人情報保護のためコメント不可
やっぱさ、高市じゃだめだと思う。どの程度進んでるのか進捗％でも持ってくれば良いのに、7753？あーあ,oppose,leadership,進捗提示の遅さを批判し、リーダーとしての不安を表明
それでも支持するアホ国民,oppose,political_ideology,高市氏支持者を蔑視し批判
なんなんコイツwww,oppose,leadership,高市氏への否定的感情を露わにしている
自民党議員は自分のしている事が恥ずかしく無いのか、自分の子供には見せられないね。,oppose,leadership,自身の行動への道徳的評価
ああそうですか,neutral,other_reason,感情の共有を示す一言で、立場表明なし
"公金ちゅーちゅーの原資が裏金だからね
大企業が見返りもなくお金渡したら背任になっちゃうよ

裏金＝公金チューちゅーだから調査できないのよ
だって企業献金の９０％は自民党が得てるんだからな",oppose,other_reason,高市氏の対応に対する批判を展開
大人は質問に答えない,oppose,leadership,高市氏が質問に対応しない点を非難している
"いつまで裏金とか言ってないで
今は台湾有事を憂慮すべきだろ
早く憲法を改正して国難に備えなくては",oppose,security_ability,安全保障対応の優先性を強調
エッフェル姉さんのフランス視察レポートはまだですか？,neutral,,立場表明なし。質問内容で籍の企業献金批判と無関係。
">>49
お前らパヨクの常識がキチガイっていつ気が付くんだ（笑）",oppose,political_ideology,相手を右翼嫌悪の対象とし、色彩の強い政治的apperを展開する
"旧統一教会と安倍の関係を調査しない自民党
それで納得してるアホ国民",oppose,leadership,自民党の責任放棄を批判
">>41
何か忘れられてる感あるけど
とりまき含め完全無欠の裏金壺内閣だからな",oppose,political_ideology,自民党を「裏金壺内閣」と批判
"高市信者は中国叩きの時しか現れない
こういう都合の悪い事からは逃げてる",oppose,leadership,都合の悪い問題から逃げていると批判
そんなことよりセックスしようぜで誤魔化せるのは自民議員内だけだろ,oppose,political_ideology,高市氏の議論を性的な話にすり替え、政治倫理を批判
次回の選挙では自民大敗するから楽しみに待っていてね。裏金問題解決していない。比例区は公明に持っていかれたまま。小選挙区でも選挙協力のなくなった公明にだいぶ持っていかれる。勝てる要素ないでしょ。つぎは立民と公明の連立政権。たのしみー,oppose,political_ideology,自民党敗退を支持する内容と、小西洋之議員批判に近い態度を示している
>>58 そろそろ気が付けよ お前らパヨク以外は誰も興味ないって,oppose,political_ideology,高市氏を批判し、非難する内容
とことんバブル脳,oppose,leadership,バブル脳と皮肉り、指導力の欠如を批判
ちっ,neutral,other_reason,単なる感情表現で立場不明
>>60 バカパヨクしか興味ないからだよ,oppose,political_ideology,高市氏に関する批判を行っている
"答弁の下手さ。
そんな事よりってさ、日常生活でもこんな返し方してんのかね？
殴られるぞw",oppose,leadership,高市氏の答弁を指摘し、指導力の欠如を批判
"維新はロンダリング自民は裏金
定数削減の前にやるべきことがあるだろ",oppose,leadership,高市氏の非難と撤回要求を支持
">>67
お前らパヨクは、ハッキリいってやんないとわからんだろ
バカだから（笑）",oppose,leadership,高市氏を指導力が欠如と皮肉りながら批判
">>12
高市というか自民党やね",oppose,oppose,高市を批判しており、言及先を高市から自民党に転移させている
今のところロクなことやってないけどこんなんでも本当に支持率高いの？ いくら多数派工作されてるからって国民バカすぎだろ,oppose,leadership,能力不足と少数派工作を批判
>>69 僕はネトウヨですがなんですか？,neutral,other_reason,自らの属性を述べて質問している
言葉遊びが過ぎる、本音で言えないのかね。,oppose,leadership,本音を言わず、言葉遊びに終始した態度を非難
"調査すると約束しましたが
公表するとは約束してません
名言だ
次の総選挙の争点にしよう",oppose,leadership,約束と行動を一致させないとして指導力を批判
">>71
お前らパヨクよりは遥かに賢いわ
国民はな",oppose,other_reason,高市氏を擁護する皮肉
"モリカケ
統一教会
裏金

陰謀論が好きなパヨクのバカの一つ覚えワードです",oppose,criticism_validity,高市氏の対応を批判し、マスコミ批判とも取れる内容
"要するに結果は公表しませんと
言ってるわけだな",oppose,leadership,結果公表拒否を指導力欠如と評価
国のトップに立つ器ではない,oppose,leadership,高市氏のリーダーシップに疑問を呈
"なんだ、億り人くらいはなってるんだろうな
ネトウヨ名乗るならそれくらいになれ",oppose,other_reason,高市氏への不当な人身材質攻撃
さすが自民党 解党的出直ししても根っこから腐ってるのは変わらなかった,oppose,leadership,政党全体の腐敗を批判している
さすが自民党,oppose,other_reason,文脈から自民党への不満が含まれている
一つ(三つ),neutral,other_reason,具体的な内容や立場表明が不明
調査し誰にも見せず引き出しの中にしまって良いという約束もしてないやろ。,oppose,leadership,高市氏の約束不履行を批判
"要はしないと
それ以上でもそれ以下でもない",neutral,other_reason,態度表明の有無を判断不能
"調査するとは言ったが公表するとは言ってない
それ調査してないのと同じでは？🤔",oppose,leadership,あるべき公表義務を果たさず、判断力を評価
>>76 最低限ここはクリアにしないと話にならない。,oppose,leadership,高市氏が重大問題を明確にしないことを不十分と批判
"名言だ
約束すると言いましたが
実行するとは言ってません
応用がきくね",oppose,leadership,高市氏の約束履行不十分を批判
>>72 物価がどうのとかほざいてる時点でお前へ薄気味悪いパヨクだよ ネトウヨ目指して頑張れ,oppose,political_ideology,高市氏への批判に政治的意識を根拠にした攻撃
">>1
は？　寝言すぎるだろ　バ　カ　市　ｗ　ｗ　ｗ",oppose,leadership,高市氏の発言を愚かと批判
"公表しないものを調査しても意味ないだろうよ？
ほんと救いようのないババアですな
喋るほどにボロが出る",oppose,leadership,人柄・指導力に対する否定的評価
さすがにネトウヨさんでも気付くレベルのヤバさだろこれ、色んな意味で,oppose,leadership,高市氏の対応を「ヤバい」と批判し、指導力の欠如を指摘
こんなこと言ってるってことは調査自体まともにやってないってことだよ,oppose,leadership,調査進行の不十分さを指摘し、リーダーとしての能力を批判
こいつも詭弁ばかりのクソだな,oppose,leadership,高氏の詭弁を指摘し人柄・資質を否定
"隠蔽できるなら改ざんできる
改ざんできるなら捏造もできる",oppose,leadership,高市氏の発言姿勢を瑕疵として批判
以前は自民党を支持していたが流石にもう支持する事は無いね。,oppose,leadership,政権に関する不信感表明
">>1
害虫だろ",oppose,leadership,高市氏を害虫と非人間的に評価
"パヨク虐め飽きたなぁ
バカ過ぎて相手にならんわ",oppose,leadership,高市氏を無能と批判
">>79
この高市の答弁、下手くそだと思わないのかい？はぐらかせるにしてももっと良い言い方あるのにな。コレでは火に油を注いでしまう。逆鱗に触れるぞ",oppose,leadership,答弁の際の対応を批判している
ざまあああああみろ左翼ｗｗｗｗｗ,oppose,other_reason,高市氏批判に satisfying 関係表明
悔いを改め公表しなさい,oppose,leadership,高市氏の責任放棄を批判
笑た。昭和じゃあるまいし、そんなの通るわけがない,oppose,leadership,時代錯誤な行動だと批判
はあ？？？？,neutral,other_reason,感情表現で立場不明
きっちょむさんかよ,neutral,neutral,人物への皮肉表現。文脈から支持・批判の意味が不明
募ったが募集はしていない安倍さんの後継者だわ,oppose,political_ideology,安倍派関連での接続性を批判
お前らパヨクでも分かるようにするのはこれくらいでないとな,oppose,leadership,高市氏の対応を不可能視し、指導力を否定
"反映しない反省に意味あんのか？？？ｗｗｗｗ
結果を見ないアンケ―トって何かやる意味あんの？ｗｗｗ",oppose,leadership,高市氏の誠意なさを指摘
早く辞めてもらわんと日本がダメになる,oppose,leadership,政治家を批判し、指導力に疑問を呈している
利根川wwww,oppose,other_reason,笑いを交えた解嘲表現で批判的意図
"ほーらやっぱり案の定だって自民党だものって感じだわな
って思ったが「そんなことより〜」はかつてない酷さだな",oppose,leadership,高市氏の対応を指導力不足として批判
"とんちがきいてらぁーーーー
な？犯罪者集団だろ？",oppose,leadership,保守政党を犯罪者集団と非難
"パヨクまーた負けた
お疲れさん",oppose,political_ideology,批判対象の政治勢力を蔑視する表現
？？「意味の無い調査だよ」,oppose,other_reason,高市氏の調査を否定しており、批判的立場。
"で、ネトウヨ目指すつもりになったのか
底辺パヨク",oppose,political_ideology,高市氏をネトウヨと決めつけて批判した一語
さすが旧安倍派と癒着してるだけあるな,oppose,political_ideology,旧安倍派との癒着を批判し、保守層との結束を指摘
安倍聖帝の劣化版じゃん,oppose,leadership,高市氏を劣化版と批評し、指導力否定
身を切る改革,oppose,leadership,高市氏の回答が現実的でないと批判
調査はするけど結果は公表しない 勿論プライベートでそれやるならそれでもええが公費と公務の時間を使ってやるんやろ？ そんな言い分通るわけないやんけ どんな環境下で生きてきたんやこの人,oppose,leadership,公的責任に対する姿勢を批判
さすが高市さま 台湾有事で中国に武力行使すると言いましたが 中国と戦争するとは言ってません でも 中国は反撃してきますけどねー,support,other_reason,皮肉で高市氏を称賛
もっちょっと理論的になってくれんかな。まぁ、高市の地頭では無理か。なんでこんなんを総理にしたんだよ,oppose,leadership,高市の能力不足を感じ、指導力に不信感を表明
三原順子と同じ、言葉が通じない,oppose,leadership,高市氏が三原順子と同じく言葉が通じないと批判
">>112
まぁいいじゃんそういうの",oppose,political_ideology,保守層向けの Policy 発言に不満。政治手法への否定態度が露呈
バカ市ｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗ,oppose,leadership,複数の+wで高市氏を貶している
流石にこれは擁護出来る要素あるのか？,oppose,leadership,高市氏の対応を不適切と見ており、指導力に疑問を呈している
今の高市は維新に毒されたのか？,oppose,leadership,保守系政党への感受性や指導力への疑念を示唆
遂にシンジロー構文みたいなこと言い出したか,oppose,political_ideology,シンジロー構文に言及し、高市氏の言動に対する批判を示唆。保守正統派の異議を示唆する用語として使用。
安倍しぐさそのままやないか,oppose,leadership,安倍氏の行動を模倣した点を批判
人を騙す気満々の詐欺師の言い訳だな さすがだ素晴らしい👏,oppose,criticism_validity,高市氏の対応を詐欺師に例え批判
馬鹿市構文,oppose,leadership,高市を皮肉った人柄・能力批判
"やはり🦎
期待を裏切らない
調査結果を主権者である国民に
公表しないとはどういう了見なんだい？",oppose,leadership,高市氏の公表拒否が指導力欠如と批判
もう高市信者が精神的勝利すら出来なくなってきてて草,oppose,other_reason,「信者」の精神的失墜を皮肉る内容
これ酷かったなあ 野田が一体いつまで調査に時間がかかるのか聞いてるのに 高市は自民内で調査はするけど公表はしませんって調査してるかどうかもわからねえだろ,oppose,leadership,高市氏の説明不足と態度を批判
ばかいち「裏金問題？そんなことどうでもいいわ！」,oppose,leadership,高市氏の無責任な態度を批判した内容
"駄目だこいつ
マジで何を支持してんだ",oppose,leadership,高市氏の発言に不満を表明
"こういう屁理屈は論理的に通っても、聞く人は到底納得しない。
その積み重ねが自民党の没落に表れている。
返す返すも安倍が悪い",oppose,leadership,高市氏の言動を「屁理屈」と批判し、自民党没落の要因と位置づける。
バカ市ショックｗｗｗ,oppose,leadership,「バカ市」という皮肉表現で指導力を否定
立憲民主党も調査委託費という、受け取った側の政治資金収支報告書に記載されないお金を支出しているんだよね。立憲民主党の調査委託費は、定期的に定額をまるで給料のように支出していて、委託するお金じゃなくなっているんだよね。そもそも党員に「調査を委託する」って考え方がおかしいよ。自民党のキックバック問題が政治資金規正法違反なら、立憲民主党の調査委託費も政治資金規正法違反だよ。「支持率下げてやる」ために、ただの事務手続き上の失敗をあげつらうよりも、国民の生活を向上することのために議論すべきだよ。,oppose,criticism_validity,立憲民主党も違法な支出をしていると批判
公表しないなら調査しなくてもいいなw,oppose,leadership,調査目的を否定する姿勢を批判
"パヨクは辛いなあ
無視されて（笑）",neutral,neutral,無関係な表現と皮肉を含み、立場明確でない。
汚職党だからこれは当然だ,oppose,political_ideology,自民党の腐敗を批判し、高市氏も含む党全体を否定的に評価
何故、内閣不信任案を出さない？,oppose,political_ideology,政党戦略や議会運営に対する批判的立場を示唆。
"なぜか政治家の腐敗を喜ぶ自称愛国者たち
日本になんか恨みでもあるのか？",oppose,political_ideology,自称愛国者として腐敗を歓迎するのはトータル否定
パヨクって単語 統一教会の工作員がよく使ってるよな,oppose,other_reason,統一教会信奉者による言語性敵対行為の指摘
"立憲を潰したい国民
でも立憲が潰れたら
もっと、やりたい放題になる自民党",oppose,political_ideology,自民党のやりたい放題を批判
総理大臣がひろゆきみたいな事言ってるんだよ それを論破した！と持ち上げてる1ビット脳ネトウヨ,oppose,political_ideology,政治的主張を『ひろゆき的』と中傷・否定
お前らパヨクはソウカだろ 気持ち悪い,oppose,political_ideology,自民党批判をソウカと呵責
高市は服の選別で舐められないように何時間もかけるが国民は舐めている,oppose,other_reason,国民の評価を浴びせる批判表現
"約束すると言いましたが
実行するとは言ってません
それが何か",oppose,leadership,約束したことを実行しない姿勢を批判
イカサマ十八番,oppose,leadership,高市氏の不誠実な対応を非難
"＞「支部の数そして実情の調査を行っていますが、それを御党にお示しするという約束であるとは思っていません」
「私はアホです」宣言
支持率80%だとこんなこと言っても通用すると思えるのかね",oppose,leadership,失言と率直な批判を理由にリーダーシップを否定
解党的出直しとは何だったのか、支持率高ければやりたい放題の最悪の民主主義,oppose,leadership,高市氏の姿勢を指導力の欠如として批判
だんだんメッキが剥がれてきてるな,oppose,leadership,自民党の不正が露呈していると批判
ドーピング検査はしますけど公表はしませんを思い出した,neutral,neutral,高市氏への批判・擁護関連でない映射表現
おいソウカ 政治の中枢からパージされて悔しいのう（笑）（笑）,oppose,political_ideology,相手の政治的立場を皮肉った内容
安倍しぐさ,neutral,other_reason,安倍氏のしぐさについて言及
統一教会と創価学会はケンカするなよ,neutral,neutral,宗教組織間関係を述べるため立場表明なし
でたわね,oppose,leadership,物議を醸す発言で指導力疑問視
退場早いかも,neutral,other_reason,具体的な人物批判や支持がなく、単なる推測
"同じ穴のムジナだからな
どんどん喧嘩しろ",oppose,leadership,自民党内の対立を促す皮肉
え…公表しない？　それ何の意味があるの？　馬鹿なの,oppose,leadership,高市氏の対応を愚かと批判
募ったけど募集はしていない、並の珍言,oppose,other_reason,矛盾した発言を珍言と批判
"＞解党的出直し
崩壊的出直しになるんじゃね",oppose,leadership,自民党の改革が崩壊的と否定。指導力に疑問
"総理大臣になりたいと言いましたが
総理大臣が務まるとは言ってません
知ってたよ",oppose,leadership,能力の担保を求めるべきと共感を示す
これもう売国だろ,oppose,political_ideology,売国という表現は政治的信条の問題と評価
高市の言い方で納得するのはアホしか居ないだろ。ヤレヤレだな。裏金議員を起用したらどこらへんの奴らが嫌がるかぐらいはわかって良いもんだけどな。元々そういう周りを見て、遠い人らの行動を見て、全体像を把握しようとする能力に欠けてる。自分が感じたものが全ての自己中心的の人格なんだろう。コレが最高権力を握ってしまってるんだから恐ろしいな。,oppose,leadership,人格や指導能力を総合的に批判
進次郎構文より酷い,oppose,leadership,高市氏の答弁を批判し、指導力の欠如を指摘
意思場も酷かったが高市は輪をかけて酷い、期待して損したわ。,oppose,leadership,期待を裏切ったと批判しており、指導者の資質を否定
利根川早苗,neutral,other_reason,記事に記載の人物と一致せず関係不明
バカ総理、辞めちまえ！,oppose,leadership,総理としての資質を否定
次の支持率が楽しみだなオイ,neutral,other_reason,支持率予測の好奇で立場表明なし
こんなのを８割の日本人は支持しているらしい,neutral,other_reason,支持対象が specified 支援しない
なんですかそれは,neutral,neutral,文脈の理解が困難な読者反応
自民党の不記載の問題の本質は、本来党本部しか支出できない政策活動費を派閥も支出できると ２０年前の会計責任者が勘違いしたことが２０年の間に慣例化していたことだと思うよ。 野党もよくやる事務処理上の錯誤で、政治資金収支報告書の訂正で済む話だよ。 「支持率を下げてやる」と、マスコミや野党がなんの問題も無いことを、さも問題があるかのように騒いでいただけで。,oppose,criticism_validity,自民党の問題を小さな事務錯誤に言い換えることで批判を否定
むしろ、わが国としては、「デフレ脱却はまだ終わっていない」(物価が下がるデフレは嫌だから、そうならないように、今後も物価が高くなるインフレをつづけたい)的なメッセージを発信しつづけてきました。ですから、値上げがつづく事は、うまく行っている事を意味するのです。✌😋✌,neutral,other_reason,高市氏批判と無関係な経済観測コメント
一国の総理が利根川ムーヴとは…,oppose,leadership,総理の資質に疑問を呈し、指導力否定
意思場訂正石破,neutral,其他理由,場の状況や人物を曖昧に指している
">>1
この婆さん毎日嘘付いてないか？",oppose,other_reason,高市氏を皮肉地的に批判
"元々何にもしてないでしょ
中国と揉めりゃ支持する様な馬鹿がいるだけで
物価高対策も減税もせず少子化も放置、移民拡大して裏金も誤魔化す
雰囲気だけで支持してる奴は頭の悪さを認識した方がいい",oppose,leadership,政策不履行と頭の悪さを批判
"こいつ早く辞めねえかな
顔がカエル的に爬虫類的で、それでいて笑ってるから
　　気持ち悪いんですけど",oppose,leadership,外見的特徴を理由に人物を否定し、総理としての資質に疑問を呈
"バカ市「そんなことよりも定数削減やりましょう」
ｗｗｗｗｗ",oppose,other_reason,皮肉表現で高市氏を批判
">>32
高市　　大人は基本質問には答えない
　　　　尋ねれば答えが返ってくると思っているのか
　　　バカがっ…！そんなことだから万年平議員なの
　　　だっ…！",oppose,leadership,答えない態度を批判し、人柄や資質を否定
みんなで大家さん」レベルの政権与党だよ,oppose,leadership,与党の質を否定し、指導力に疑問を呈
>>164 そもそもパヨク以外はどうでもいいからな,neutral,neutral,高市氏への支持か反対かは述べておらず、自他の区別している言及
婆さんめっちゃクズやん,oppose,leadership,年齢差別的・人格攻撃による批判
">>164
つまりお前はバカパヨク",oppose,political_ideology,相手を政治的に批判する言葉を使用
まぁ公表しようものなら滅茶苦茶荒れるだろうし,support,leadership,公表を避けた行動を擁護する心境
"裏金（脱税）なのか不記載なのか。
与野党問わず、全ての国会議員を検査してくれ。
つーか、政治資金“規正”法であって“規制”法じゃないんだぞ。
正確な報告書すら作れない国会議員なんて要らんわ。",oppose,leadership,議員の政治資金管理能力に根本的不信感を示し、指導力の欠如を批判
">>12
阿漕に裏金作って反日朝鮮カルトとズブズブな売国奴を
なぜか保守の御旗に掲げて応援する池沼連中なんて舐められて当然だろｗ
しかも金持ちの上級仲間ではない貧乏人の分際で支持してるって完全に狂ってるわｗ",oppose,political_ideology,保守を批判し売国トドスを批判
">>16
大企業様",oppose,political_ideology,「大企業様」という表現が企業献金への依存を強調し、批判的意味合い
">>184
パヨウヨ関係なく
お前はクズ",oppose,leadership,相手を人権的に否定する言葉を用い批判
まあいいじゃんそういうの,oppose,other_reason,批判的な文脈で非難を軽視
何だ　この嘘つき婆さんは,oppose,leadership,高市氏を直接批判し、人柄を否定した
草ァァァァァァァァァァァァァァァァァァァァァァァァァァァァ,oppose,leadership,高市氏を二枚舌と罵倒
は？,neutral,neutral,単なる疑問表現で立場なし
"さなえあればうれいなしと言いましたが
さなえあればうれしいなとは口が避けても言えません",oppose,leadership,皮肉で高市氏を批判
どんどん日和ってくな,oppose,leadership,高市氏が責任を果たさないと批判
"お前の主観な
お前よりは税金払ってるわ",oppose,other_reason,相手の主観を否定し、税金納付の差で優劣を示す皮肉表現
ざわざわ　ざわざわ,neutral,neutral,感情の書き起こしで立場表明なし
"しっかし、まさかとは思うが
これで納得する冗談みたいなバカはここにはおらんよな？",oppose,leadership,手段としての関与を中傷・困惑させる表現。高市氏の素朴な発言を「バカ」としており、立場表明
"俺はネトウヨたちが、この人を最後の最後まで
守り切るところを見守るよ
さすがに裏切ったりしないよな？",support,leadership,ネトウヨ視点から高市氏を擁護する表現
">>189 パヨク頑張れ
ネトウヨに負けるな！",support,political_ideology,ネトウヨと対立するパヨクを支持
">>130
宗教の信者なんだから精神的には充足している",neutral,other_reason,高市氏擁護・批判の語不存在
"なあ
どこに支持する要素があるわけ？？
なあ　一国の長でこれだぜ？？
責任感のかけらもない",oppose,leadership,高市氏の行動を『責任感なし』と非難
サトシン手広中だけどやっぱりハランバンジョーのまま終わったな,oppose,political_ideology,ハランバンジョーがサトシンを批判的称語出し
これだけじゃないが高市の答弁イロイロひどすぎるｗ　民主党が与党時代にはあんなに叩いてたマスゴミどこ行ったんだｗ,oppose,leadership,答弁の不十分さを批判し、指導力に疑問を呈している
"なるほど言われてみれば確かに
カイジの鉄骨渡りみたいだな",oppose,political_ideology,「カイジ」の比喩で政治の危険性を批判
調査してません！　と同義語ですね,oppose,leadership,調査を実施しない姿勢を批判
"まあ高市なんて公約で減税すると
言って総理になったら手のひら返しだからね。まあ国会議員なんて皆自己保身しか考えてないね。",oppose,leadership,連立政党の行動を批判
">>200
明日も常駐か？",neutral,other_reason,立場表明無し、問いかけのみ
無能嘘つきガマガエル見てるとそう思うよな どこにも取り柄がなかったし,oppose,leadership,無能、取り柄がないなど指導力批判
">>199
ソウカをパージした時点で大貢献",support,other_reason,石破・高市=ソウカと評価し、その排除を評価
"変な奴が首相になったな
日本人って
こんなの趣味？",oppose,leadership,高市氏の資質を土くさいと批判
なんなのコイツｗ,oppose,leadership,相手を否定・軽蔑する表現
>>208 意味分からんから無視するわ,neutral,other_reason,相手の発言を否定せず、単なる理解不能を述べた
">>1
> 「支部の数そして実情の調査を行っていますが、それを御党にお示しするという約束であるとは思っていません」
もう完全にペテン師の釈明だなｗｗｗ",oppose,leadership,「ペテン師の釈明」と非難し、指導力否定
">>91
ネトウヨは合理を超えた信仰モード全開
もはや宗教化してるからこの発言も絶賛の対象だよ",oppose,political_ideology,高市氏の説明を宗教的感情で称賛していると批判
もう野党はしっかりして！！,oppose,leadership,高市氏の対応を厳しく批判
はいクズ,oppose,leadership,高市氏を明显に非情・軽蔑する言葉で評価
