comment,stance,reason,explanation
病院が消え田舎の爺婆が大掃除出来るならOK,oppose,other_reason,医療廃絶を正当化する内容
,,,
高市さんはFortran書いてたらしい、ソース忘れた,oppose,leadership,IT技術者視点からの指導力批判
費用はともかく操作できないのはそろそろ引退を考えてもよろしいお年なのでは,oppose,leadership,高齢医師のIT対応不十分を問題視
食べて応援、殺して電子化,oppose,other_reason,高市内閣の義務化を批判
,,,
"電カルはお値段高すぎんのよ
そのへんからどうにかしてください",oppose,other_reason,電子カルテ導入費用が高額と批判
せめてFAXくらい使えよ,neutral,other_reason,FAX導入を提案するが、立場は明示しない
,,,
地方は医者足りてないので都会から強制的に連れてきて,support,political_ideology,高市政権の地方医療強化政策へ賛同
さっそく無駄な事業を,oppose,other_reason,電子カルテ義務化を無駄な事業と批判
">>64
それな",oppose,oppose,高市内閣政策に反対。共感を示す短いコメントで批判的
">>23
医者レベルなら誰でも使える機械作ればいいのにな
タブレットでマイナンバーカード読めるようにした専用機作って単体で最低限のことができるようにしたやつを安く配ればいい
患者用にも自分のスマホで電子カルテ読めるように無料アプリ配れば簡単に普及するだろ
そんなことより電子カルテにして他の人に見られたら嫌な町医者が多いんだろうな
人に見られたら適当に診療してるのがバレる",neutral,other_reason,立場表明ではなく、制度改善の提案と疑念を述べている
診察と病気特定はAIで代替えできそう。特に薬しか出さない診療は個人の医師頼るより信頼できそう。,neutral,neutral,AI代替性に関する一般論で、高市氏を支持・批判しない
"紙から電子か
切り替え時に、膨大なデータを入力しないといけないし無理やろな",oppose,other_reason,電子カルテ義務化反対の主張
Dr.コトーが困るって話？,neutral,other_reason,医療ドラマへの言及であり、立場表明が不明確
そういうところをプロトコル的に繋げてくれるAIがほしいところなんだろうけどな,neutral,other_reason,他のAIに関する展望の述べであり、ケースの意見表明ではない
">>1
IT企業「俺のプログラムを使いたかったら医学書読む前に取説読めよ」
IT企業「業界のジョーシキでバグは当たり前。エラーはユーザー責任な。誤診だろうが医療事故だろうが俺らは免責だから」
IT企業「システム変えるならそれまでのデータはおじゃんな」
IT企業「ヒューマンエラーが却って増えた？おれらの管轄外だろ？」
IT企業「デジタルエラーの対処ができない？情弱のお前に罪があるんじゃね？」
IT企業「手前ども営利企業ですから、あなた方非営利が建前の組織は美味しくカモ鍋にさせていただきます」
クラウドサービス「金がないなら容量を超えたデータは消去するかんね、金払えよ」
パソコン「俺様を使いたかったらまずキーボードの並びをマスターな」「あ、漢字の変換候補は1000以上出してやるから感謝しろよ」
パソコン「すべての画面で選択肢は20以上のアイコンかリストだよ神経衰弱みたいで眼球運動が鍛えられるな、疲れたなんて言うなよ」
パソコン「事務的機能を何百も搭載したんだから、医療機能が不足してるなら紙とペンでなんとかしろ、バージョンアップは数年待て、金も払え」
パソコン「おいおい、正しい就業姿勢は昔から両手はキーボード、顔はモニターに決まってるだろ？患者の方に向いてる場合かよ」
IT医療機器「異常です異常です異常です異常です。アラーム1日100回鳴らすから安心して」
IT医療機器「異常データ記録しまくったら1日分しか記録できませんでした、あとは消去な」
デジタルエラーによる誤診や医療事故は、
医療者が長年努力して築いたヒューマンエラー対策のノウハウがまったく機能しない
これから医療崩壊は加速するぞ",oppose,political_ideology,高市内閣の政策理念を批判
デジタル相の人がこれの専門家なんだっけ,neutral,other_reason,専門家かどうかを問いかけているため印可がない
システムダウンが怖いから？それ言い出したら何もできないな,oppose,leadership,制度導入への不安を理由にし、総合的判断力がないことを批判
">>49
50代60代の医師は普通にパソコン使う世代
70代80代（！）の医師だよ",neutral,other_reason,高市氏批判なし。医師年齢層指摘のみ
"医者は優秀だから高額報酬なんだよな
操作できないって、、、そんなぼけ老人ならもう医者廃業した方がいいだろ、診療自体に不安があるわ
コロナの時のファックスごり押しとかどんだけ医者はバカばかりなんだよ",oppose,leadership,医師集団の能力不足を批判
>>76 電子カルテの話しないの？,neutral,other_reason,電子カルテに言及するが投げかけの内容
そこらへんの医者より既にAIの方が優秀やろ AI化まで一気にやったほうがいい 医者はあまるからついてけない爺医者には引退してもらっていいぞ 診療所は若いやつに引き継げ,oppose,leadership,高市内閣の政策批判と、医師の高齢化に伴う問題を指摘
新しい事できなくなったら早いとこ畳んだ方がいいって,oppose,leadership,受け入れられない改革を推し進める姿勢を非難
電子カルテにすれば患者の通院持病情報一元的に管理できるんでしょ 便利だと思うけどなぁ,neutral,neutral,便利さを述べる一方で立場を明確にしていない
電子カルテだとアホが消去しちゃいそうだな,oppose,leadership,医師の能力を人格否定し、指導力に疑問を投げかけている
"オンボロ病院はまだ手書きカルテなんよね
医療機器もめっちゃ古いし、医療技術も知識もアップデートされてない
かと言って大手病院は初診料7700円やもんなぁ",oppose,other_reason,電子カルテ義務化に反対する内容
今の日本のIT企業は残念ながら医療に適した安全で迅速なAI環境を作れないよ お前らの会社で使っているパソコンだっていまだに小学生並みの漢字変換だろ,oppose,other_reason,高市防衛相の政策批判とIT業界への否定
"地方診療所とかもういらんだろ
若い医師も行かないだろうし",oppose,other_reason,地方医療廃業を容認する姿勢表明
"電子カルテと紙カルテを比較すると、
院内のどの部屋にいても、電子カルテにつながるのは便利",neutral,other_reason,電子カルテの利点を記述し、政治的立場表明なし
システムダウンした時だけ手書きでいい,neutral,other_reason,個人の医療現場対応に関する意見で、高市氏の立場表明なし
"＞医療機関同士で情報を共有しやすくし
そんな事できますかねえ",oppose,other_reason,制度の実用性への懐疑表明
,,,
"よく行く皮膚科の爺さんは紙やわ
そこはマイナの導入もギリギリやったし",neutral,other_reason,個人体験の叙述のみで立場なし
PAKA市とっとと辞めりゃいいのに,oppose,leadership,高市氏の政治手腕を否定する内容
,,,
"そういやまだマイナンバーカードも作ってないからマイナ保険証もまだだな
どうするかなぁ・・・",neutral,neutral,立場を表明せず、個人的悩みを述べている
">>20
コントかな",neutral,neutral,冗談やエンタメを示唆し、真剣な立場表明ではない
>>44 マイナ受付に続いてまたかよ,oppose,other_reason,マイナ保険証導入の再現を不満とする批判的表現
,,,
低レベルの為に進步を遅らせる,oppose,other_reason,高市内閣の政策への批判を含む
"中小の切り捨て
地方の切り捨て、だよな
今に始まった話ではないが…

ありがとう無能党",oppose,other_reason,「無能党」と皮肉を込めて批判
"何年前から進めてると思ってんだよ
対応できないのは怠慢でしかない",oppose,leadership,高市内閣の対応を『怠慢』と批判
さすがに電子カルテに対応できないような病院が様々な症例に対応できるとは思えないんだが,oppose,leadership,高市内閣の政策能力を疑問視
な？老人医療費は20割負担にしたほうがいいだろ,neutral,other_reason,高市氏擁護・批判の対象外
歯医者なんか随分前から電子カルテだよな,neutral,neutral,歯科医療への電子化を述べる事実叙述
,,,
"電子カルテ導入できないほど金がない病院なら廃業でいい
日本は病院が多すぎる
病院が多すぎるから、医療従事者がいつも足らない
もっと集約すべき
税金もかかりすぎる",neutral,neutral,高市氏と政策批判のみで立場表明なし
電カルが操作出来ない医者に診てもらう方が怖い。費用って開業医はコロナ以降、儲かりまくり。それすら捻出出来ない医者にはやっぱり診て貰いたくない。,oppose,leadership,医者の資質不足として指導力を否定
"費用が高額→義務化するなら補助金出せよ
操作できない→潰れてください",oppose,leadership,政策の非現実性と地方診療所崩壊を批判
電子カルテ化されてると地域の拠点病院(市民病院や大学病院など)と診療所がその患者の情報を容易に共有できるんだわ医者がいちいち紙で詳細な紹介状を書く手間が省ける,neutral,neutral,電子カルテ導入の利点を述べただけで、高市氏への同意・反対を表明していない
"さらにランサムウェア攻撃でとどめ、か
実際に病院が狙われてマヒしてるし
FAX最強",oppose,other_reason,ナーバスな制度推進に反発
保険の使えるマッサージ屋にも導入しろよ,neutral,other_reason,高市氏批判・支持なし
,,,
紙の保険証のときもそうだったけど、かろうじて無医村を免れてるような過疎地にまで義務化は逆効果だろうに,oppose,leadership,専門家の指摘が的確で、政府方針に疑義
金銭関係なく本人が電子カルテに対応できないってことはこれからも医療が進歩してもそれについていけないってことだからもう諦めるしかないと思う医療はどんどん便利により精密にデジタル化していくからな,neutral,other_reason,意見表明であり、高市氏に対する直接的評価は含まれない
"仕事だろ、それくらいちゃんと覚えろや
やる気ねえなら畳んじまえボケ",neutral,other_reason,文脈が個人の勤務姿勢を叱責するものであり、人物の政治的立場を評価していない
費用はともかく操作できないって言い訳になるかよ,oppose,leadership,「言い訳」と皮肉じみた表現で高市内閣の発言を批判
義務化するなら、その費用は出してやれよ,oppose,other_reason,義務化の伴う費用負担を批判
"国民健康保険と無保険者を除く健康保険加入者っておよそ7000万人強なんだよ
つまりこのくらいの人たちが生き残ればいいというのが今の政権のイメージだろうな
だから死ぬならどうぞ死んでください7000万人くらいの人口で十分ですからって方針だろ",oppose,leadership,政権の死活予測を「人口で十分」と軽視する批判
結局何がしたいかなんだよ。全国に医療を届けることを目的としたいのかそれとも例によって別の目的があるのか・・・。,oppose,political_ideology,別の目的があると批判し、真の意図に疑問を呈
電子カルテ化すればカルテを医者や病院などが共有しやすくなるから医療という点でははるかに良くなる,neutral,,単にメリットを述べた事実叙述
,,,
"こういう口汚いのがデジタル利権工作員の特徴
キャッシュレス関連スレやデジタル教材スレにも登場する
コロナワクチン工作員は「ワクチンを打たないのは低学歴」
米価吊り上げ工作員は「これくらいの価格買えよｗ貧乏人どもwww」",oppose,political_ideology,デジタル政策を利権工作として批判
">>120
どう考えても効率化だろ、アホかよ",oppose,other_reason,批判的・非難調で高市内閣措置への否定
"今の時代、血液検査や画像診断などで病気を特定するだけなら診断ソフトと薬を処方するソフトを使えば、ほとんど医師自身が考える必要ないんじゃないか？カルテもAIが勝手に文章書くだろ
操作なんて覚えるも糞もないだろ
マニュアル通りにやるだけのこと",oppose,leadership,AI・ソフトに依存するべきだと主張し、医師の必要性を否定
お医者さんにはタッチタイピングが必須になるんか(´･ω･`) 徳島県つるぎ町立半田病院のランサムウェア被害とかあったからなぁ,oppose,other_reason,システム導入の危険性を指摘し、行政方針を批判
"俺は、バカを代弁するために交渉する権利はあるが（末席）、
さすがに、単位を掛け算割り算しちゃう。",oppose,other_reason,人物批判をテキストで続き標準指向判断
"操作できない
できる人を雇えばか",neutral,other_reason,意見の対立が曖昧で、根本的な支持・反対の明確性がない
,,,
国は病院潰れるの上等で医療受けさせたくないんだろ 高市とも懇意の竹中平蔵が皆保険制度潰したがってるしな,oppose,political_ideology,高市と竹中を批判し、医療制度破壊に言及
そんな能力の人が医者できるわけないやろ･･･,oppose,leadership,高市氏の指導力に疑問を呈
,,,
">>120
最終的にマイナ保険証強制
更に国民の金の情報ゲット
国民の金関連を紐付けかな

数年前に自分が習った憲法の先生（バリバリ主流派のいい先生）が共著で憲法の概説書を出したので買ってみたら
29条の解釈について従来の通説の私有財産制の制度保障説を否定していた",oppose,political_ideology,憲法解釈への主張から極右/保守的立場を強く示唆
日本人は紙のほうが断然向いてるのに電子化ってｗ,oppose,other_reason,電子化推進に疑問を呈
小さい診療所は廃業して中規模の診療所に集約しろ 薬局も多すぎるぞ,neutral,neutral,対象人物を批判・擁護しないため
地震大国でデジタルに頼ることの愚かしさ,oppose,other_reason,デジタル化依存への懸念から政策を批判
"いうてデジタルにして印刷保管しとけば良いだけ
紙カルテの何が問題って「フォーマットがない」ことなんよ
言い方は悪いけど医者個人のポエムでしかない",neutral,no_stance_clarification,高市氏への支持・批判を表明しておらず、主観的評価のみ
">>129
だからといって国が率先して見捨てていいとはならないだろ",oppose,leadership,国が地方診療所を放置すべきでないと批判
>>137 結局印刷保管w,oppose,other_reason,推進する事業の最終結果が従来と同じことへの皮肉
"高市は総裁選
地方の党員票で勝ったのに
その地方党員損切り切り捨て
恐ろしいよ
利用するときだけ利用して首相になったら
生殺し",oppose,leadership,党員票使えば最先端の指令者つまり後悔を持つトク終わり主義を定義したためされる必要があります
">>139
そりゃ紙で欲しい紙で欲しい言うなら印刷しとけってだけで
てか、今時まともに診療しようとしたらどうせパソコンに打ち込んでるんだから
でないと数値の経過のグラフひとつ作れんだろ
まさか方眼紙に1点1点プロットしてるのか？",neutral,other_reason,電子化の必要性を提示する一般論で、政治的立場表明はなし
">>1
高市=極右日本会議ヤクザ=在日カルト統一教会
さっさと中国に斬首されろ",oppose,political_ideology,政治的立場を極右・暴力団と結び付け批判
高市恐ろしいまじで第三次世界大戦起こすよきっとあいつは,oppose,leadership,高市氏を脅威と批判し、リーダー資質否定
,,,
所詮普段の医療行為自体はITと何の関係もないからね,oppose,other_reason,高市政権のIT化推進を否定する立場
費用はともかく操作出来ないような奴は今すぐ廃業しろ,oppose,leadership,高市政権の対応を批判し、医師の能力不足を強調
だから電気自動車と同じで無理矢理やるなって 上手くいかないから。段階的にやってください,oppose,leadership,指導力が欠如しているとして批判
これ別に高市関係ないだろ前からの政策で,neutral,neutral,新内阁への言及なし
保団連って共産党やん…,oppose,political_ideology,保団連を共産党と非難し、政治的敵対意识形态を示唆
まさに悪質なグローバリストの本性剥き出し 支持する馬鹿はどうにもならんけど,oppose,political_ideology,新政権の政策を『グローバリスト』と批判し、支持者を貶している
世の中ITエンジニアでもない人間にITエンジニア並みのスキルやイメージを要求しすぎなんじゃ,oppose,leadership,高市内閣の対応を不適切と批判
その程度のことに対応できない医者はやぶだから潰れてよし,oppose,leadership,医師の能力不足を理由に廃業を容認する姿勢を批判
"「レジがー」とか言って消費税下げるの渋ってる奴が
電子カルテは進めるんだな

高市総理、半年前は「食料品の消費税率ゼロ」主張 きょうは「レジ」「レジ」「レジ」「レジ」「レジ」5回連発 ★2 [煮卵★]
https://asahi.5ch.ne...newsplus/1762513397/",oppose,political_ideology,経済政策に関する矛盾を糾弾
電子カルテは改ざんできないからな… 修整は出来るが、修整した記録が残る（消すことはできない）。 患者としては良い（読めない手書きカルテより百倍増し）。,neutral,other_reason,電子カルテの技術的利点を述べただけで、高市氏への評価ない。
">>153
5年も猶予あるしな…",neutral,none,猶予期間の話であり、立場表明なし
電子カルテなんて買わなくてもExcelファイルに書き込めればええやん,oppose,other_reason,電子カルテ義務化に反対する内容
>>151 んなことはない,oppose,oppose,文脈から高市内閣の施策に反対している
>>22 いまは赤チンはない,neutral,neutral,文脈と話題が関連していない
">>155
山本太郎さん曰く
レジ設定四年かかるなら
その時から減税法とおし設計してたらいまごろ消費税廃止されてますよ
正論すぎ",neutral,other_reason,高市氏にも山本氏の発言にも言及せず
うすうす感じてはいたがやはり高市反日かと思ったら高市内閣か。やはりこの女は張りぼて傀儡にすぎないようだ,oppose,political_ideology,反日・傀儡と評価し、政治的信条を批判
"日本人の給料を上げる１番簡単な方法「中小企業を片っぱしからぶっ潰す」
https://rio2016.5ch....gi/koumu/1699023797/

正社員100人のうち99人が非正規やウーバーになったとしても正社員だけ給与UPしたら「民間の賃金は上がった」とかなんとかほざきやがる公務員。",oppose,political_ideology,高市内閣の政策に反発し、保守的政策を批判
キーボードを叩けない田舎の老人医者が経営してる医院だと無理。,oppose,leadership,高市政権の政策を非現実的と批判
"国(というか省庁の役人)が委託するシステムは業者の食い物になるからまともに作動しない。cocoaのこと忘れたか！
だが、ある病院のカルテ(情報)が他の病院に伝わらないには医療費の無駄だと思う。
ただ、先の病院から回ってきたカルテ情報で先入観をもたれて誤診する危険も無きにしもあらずだが、それは第２の病院の医者が第１の病院のカルテを見ないで診察して判断し、そのあとで第１の病院のカルテを見れば済むことだし。",neutral,neutral,対象人物が高市氏でないため、立場兆候全て欠如
"標準型電子カルテを導入することで、医療DXのサービスであるオンライン資格確認等システムや、電子カルテ情報共有サービス、電子処方箋管理サービスと連携できるようになります。
そのため、マイナンバーカードがあれば、患者本人の同意を得たうえで以下の情報を閲覧できるようになります。
オンライン資格確認等システムで扱う特定健診等情報やレセプトから抽出された診療/薬剤情報
電子カルテ情報共有サービスで扱うアレルギー情報や検査情報等の情報
電子処方箋管理サービスで扱う処方・調剤情報
さらに、診療情報提供書等を紹介先医療機関に電子的に共有することも可能になります。
標準型電子カルテは、電子カルテの普及が進んでいない200床未満の中小病院または診療所を対象として、2025年中にα版の導入を予定しています。",neutral,other_reason,正副現状紹介に難い感情表現
医者は医学しか勉強してないからパソコンは苦手なんだよねw,neutral,none,高市氏に関する評価は不明。単なる状況説明
マイナンバーカード対応できなくて廃業した医者も結構あったみたいだね,oppose,other_reason,導入が困難で廃業の原因となったため
病院自体に明確なコスト削減のメリットがなければ積極的にはやらないでしょう,neutral,other_reason,立場表明없이コストメリットに言及
,,,
🤣🤣🤣便所の落書き😁😁😁 ルーターとサーバーの区別もつかないやつが　偉そうだ,oppose,leadership,高市氏の能力不足を嘲る
なんで高市内閣wwwこれ岸田の時に策定されたものだしもっと前からあった話だし 保団連≒共産党だし なんでも高市にしたがるパヨク病草すぎ,oppose,other_reason,高市内閣に責任を帰する一方で、対立政党や既成批判の言及も含む
">>19
お前ジジイだな",oppose,other_reason,高市内閣批判の文脈で年齢差別的攻撃
>>168 🤣🤣🤣小便所の落書き🤑🤑🤑,neutral,neutral,投稿内容が比較的中的でトピックの批判・擁護が不明確
">>171
🤣🤣🤣小便所の落書き🤑🤑🤑",neutral,other_reason," Unsolicited remark, unrelated to politics. No stance or policy evaluation expressed."
ちょっと前に行った大学病院で初診担当の女医さんは凄い勢いでタッチタイピングしていたな,neutral,no_stance,個人体験の記述に立場なし
"『医療DXにも詳しい医療ガバナンス研究所理事長の上昌広さんだ」

wwwwwwwwwmww

キチガイ目白押し",oppose,other_reason,専門家への否定的客商売
">>19
令和になってからもたまに見かけたよ、一年に数回くらいだったけど",neutral,neutral,立場表明がない事実叙述
そんなのすら操作できないとか放棄する医院にかかりたくねえわ,oppose,leadership,電子カルテ導入に失敗する医療機関を政府が推進している点を批判
">>174
🤣🤣🤣小便所の落書き🤑🤑🤑",neutral,neutral, ARTICLE ONLY reference
システムを導入するときは必ずITの専門家、大学関係者を含めた委員会を立ち上げた方がいい。少なくともないよりまし。,neutral,other_reason,行政のシステム導入提言であり、高市氏への支持・批判は明示していない。
>>164 一部除いてレセコンだけでもやれるが,neutral,other_reason, portray the functionality of electronic records
">>177
🤣🤣🤣小便所の落書き🤑🤑🤑
それお前の排泄行為　全く面白くも意味もない　ただの排泄",neutral,neutral,意味不明で诙諧な表現、政治的批判なし
いや、医者になるような人間は大抵万能タイプやで。よほどのジジイでなければ新しい技術の習得も早い,neutral,neutral,医師全体への評価で立場表明ない
>>156 エクセル（笑）,support,other_reason,高市氏擁護意図の関連性が不明
,,,
義務化するんだったら国が国が発注して作ればいいんだけど作製は個々の業者任せだから融通が利かないというか,oppose,leadership,政策立案の不備を指摘し、指導力を批判
具体的に医師名とか医院名,neutral,other_reason,事実転記無関係な曖昧な疑問表明
">>149
それプラス上正広 女性自身",neutral,other_reason,上正広氏の言及で箇所は単なる引用。”女性自身”は出典元の媒体名
">>182
それが全くそうではないのは現場にいるとわかる",oppose,other_reason,現場の実態をلهして政府施策を否定
,,,
だから高市みたいな偽物がはびこるのだ,oppose,leadership,高市氏を「偽物」と貶め、指導力に疑問を呈
">>166
ない
たまたま辞め時なのをそのせいにした人はいた",neutral,other_reason,文が限定的で主張が不明
"失礼しました　偽物ではなく　偽者

偽カッパ",neutral,other_reason,蔑称・造語の赏析に留まり、立場表明なし
"人口減少なんだから、
まとまった人口に効率的に医者を割り振るためにも、
過疎地に医者なんか置いてらんない",neutral,other_reason,地方医療の現状への主張で、高市氏批判・擁護のいずれにも該当しない
"河童は中国の水の妖怪
頭のお皿が乾くと弱って死ぬ",neutral,other_reason,妖怪に関する事実述べにとどまる
">>193
🤣🤣🤣小便所の落書き🤑🤑🤑",neutral,other_reason,絵文字等で文脈が不明な状況下での無意味な発言
むしろ50-70前ぐらいがいちばんPCに明るい世代なのだが,neutral,other_reason,世代ごとのIT対応能力を述べる内容
,,,
🖥⌨🖱,neutral,other_reason,キーワードのみのメッセージ
">>196
それCore-Duo

いま最低１０コア＋RTX4060 12GB

以下は不可",neutral,other_reason,電子カルテ政策無関係のPC仕様話
よくわかってないやつってよくわかんない意見いってわかってるつもりになっててウケる,neutral,neutral,高市内閣への立場表明なし、対象者の批判が文面上明らかでないワケです。
40歳過ぎたら脳の機能は低下し始める 50過ぎたらかつて優秀だった人でも新しい事を受けていれて対応できない事も珍しくない サポートセンターだって9時5時だったりしたは18時や19時まで診療している医院なら問い合わせも出来ないんだぜ そうすると患者は会計出来ない 年取ったら新しいものに慣れるモチベーションも湧かないしさ 医者でも普通のおっさん、爺さんなんだよ,oppose,leadership,医師高齢化への配慮「指導力に問題」を指摘
">>200
🤣🤣🤣小便所の落書き🤑🤑🤑
認定おめでとう",oppose,other_reason,ユーザー自身のコメントに皮肉を滲ませて批判
若い医者は大都市へ出てきてしまって田舎は爺さん医者ばかりなんじゃないの？,neutral,,政治家批判ではなく事実描写を問う疑問文
,,,
