comment,stance,reason,explanation
>>10 お前もパヨクのニュアンス味あるじゃん,oppose,political_ideology,相手をパヨクと非難している
意味不明で混乱してるのはサヨクだけじゃね？,oppose,political_ideology,「サヨク」批判で政治的帰属性を指摘
"高市総理の答弁内容から直接、「日本が台湾を防衛する」と解釈するのは難しいという判断を示したということです。
台湾人はアホな中国人と違って朝日新聞に騙されないw",oppose,political_ideology,台湾を中国人と対立する存在として同時に貶している
意味不明じゃねーよ スレタイで捏造すんな,oppose,criticism_validity,捏造の指摘は批判支持
">>15
ちょっと前まで高市はっきり言い過ぎと批判していた奴らが居たのだが
まあ中国も反高市も朝日の見出し詐欺に騙されていたなら納得だが",oppose,criticism_validity,批判の正当性を否認している
>>10 パヨクと中共はニュアンスで外交するんだろうけど、一般人と先進国はロジックで外交するんだよ 土人と土人国家は黙ってような,neutral,neutral,高市氏を支持・批判していない
">>22
お前はネトウヨのニュアンスか",oppose,political_ideology,政治的アイデンティティを否定
">>27
ロジックが問題ないのに今後はこのような発言は控えるんだなぁ
変だなぁ",neutral,other_reason,発言内容が法的判断でなく変化を示唆する感想
これは高市援護じゃろ,oppose,political_ideology,高市氏の政治的立場を擁護すると批判
>28 な、ニュアンスなんてこんくらい意味がない事言ってんだよ,neutral,other_reason,ニュアンス表記の価値否定で立場表明なし
">>13
この記事読んだら
全然違うだろ
馬鹿なの？歯がないの？ハゲなの？",oppose,other_reason,人権侵害的侮辱表現で批判
"むしろ「中国の言ってる事は意味不明」と言っている記事だ
言葉が通じない首切り蛮族はこれだから困る",neutral,other_reason,記事内容ではなく中国や首切り蛮族に言及
"中国も的外れなのはわかってるんだけど振り上げた拳を下ろすのが恥ずかしくて突っ走ってる
精神勝利を訴えるしか道は無いのだ",oppose,political_ideology,中国の行動を批判し、精神勝利主義を指摘
"高市の発言に対する分析はただしいよ
発狂してるのがおかしい",support,political_ideology,保守的価値観で批評を否定
どこも戦争したくないのに高市がアホ煽りしたから困ってるんだろ,oppose,leadership,高市氏の言動を非難し、リーダーとして不適切と評価
>>1 中国共産党の息のかかった台湾高官もそこそこいるだろ,neutral,neutral,高市氏への支持または批判がない
日本をかばってくれてるのか　申し訳ない台湾さん,oppose,political_ideology,日本の行動を否定・批判する内容
>>2 意味不明なこと言って内政干渉するからだろ、馬鹿かお前,neutral,other_reason,対象が高市氏ではなく相手に向けられている
">>2
日本のメディアが騒いでるから要はマットポンプ",neutral,other_reason,メディア批判で個人評価なし
"「日本は台湾を防衛しない」
これが台湾の見解です
コウモリ外交をした挙句どっちからも見捨てられて草",oppose,political_ideology,高市氏の外交政策を批判
台湾を守るのはアメリカ　日本はアメリカのお手伝い,neutral,other_reason,台湾防衛の責任主体を述べておらず、高市氏批判・擁護ではない
"そもそもの前提が間違っている
結果台湾の味方にはなるだろう
どう考えたって共産主義を援護することはあり得ない",oppose,political_ideology,共産主義を援護しないという政治的立場表明
いきなりキレた中カスがバカ丸出し,oppose,political_ideology,『中カス』の差別的表現と全体批判
">>31
便利な言葉じゃん
高市は多少具体的に言った
しかし多少しか具体的には言ってない
だからニュアンスなんだよ",oppose,political_ideology,言い回しの曖昧さを批判
">>41
当たり前やん同盟国はアメリカであって台湾は国として承認してねぇんだから",neutral,other_reason,台湾を国と認めず、同盟もアメリカの話として論点を固定。高市氏擁護・批判両論無関連。
人の名前で喧嘩売る小者,oppose,political_ideology,小者と批判し、政治的態度を否定
"結局今までどおり曖昧戦略取ってるってだけ
なんで中国やサヨクはあんなにキレてたの？",oppose,leadership,曖昧な姿勢に不満を表明
>>48 中国は国内でクーデター起きてもおかしくもない経済状態だから抗日運動して支持率回復一致団結狙ったけど国内の国民に全く刺さってなくて焦ってる,neutral,other_reason,高市氏に関する評価は含まれず
缶の缶が速攻論破されていた件やん,neutral,other_reason,論拠が示されていない
>>48 脊髄反射と逆ギレ,oppose,political_ideology,保守的行動を批判する表現
>>48 じゃなんで今までの総理と違う答弁をしたの？,oppose,other_reason,新たな答弁に疑問を呈
最後に助けると言ったな、アレは嘘だとは言ってないから大丈夫じゃない？w,oppose,other_reason,指摘された発言内容を自ら否定している
">>1
日本語が理解できないなら日本語の掲示板なんて利用しようとすんなよバカタレ",neutral,other_reason,攻撃的表現で立場表明なし
中共が難癖つけてるだけってことがこれではっきりしたね,neutral,neutral,政治的立場の表明や人物批判を含まない
>>52 根掘り葉掘り岡田が粘着したからでしょ,oppose,criticism_validity,冒険な批判を支持する表現
意味不明なのにキレた習近平はクルクルパーってことになるけどそれでいいね？,oppose,political_ideology,習近平を皮肉った差別的表現
">>57
中国は全体的に頭がよろしくないのは確かw",neutral,other_reason,政治人物批判ではなく国全体の評価
">>56
そんなに粘着してないよ
高市もあっさり答えてるから
実際の質疑見てみれば",support,leadership,高市の対応を「あっさり」と評し支持
">>1が理解できてないだけで草
戦略的に曖昧な立場を維持しているからはっきりしたことは言えないというだけ",neutral,other_reason,相手の理解不足に言及しているだけで評価はしない
中国だけ何故キレてるのかさっぱり解らんのよね 誰かが日本人も知らないフェイクニュースを中国に言っただけの可能性すら有る 日本には中国のスパイがいっぱい居るがそれが「日本は中国を侵略するらしい」とか言ったのかもしれない,neutral,neutral,事実叙述と憶測を述べている
>>57 それでいいけど、それで何か解決するんか？,neutral,other_reason,解決への疑問を呈するが、立場表明は不明
スレタイ考えた奴あったまわるいな 意味不明じゃなく状況を見るだろうつってんのに,neutral,other_reason,返信文体で構成され、立場表明が不可
最近はまずスレタイや記事の内容ではなくどこのソースなのかを踏まえてから見るべきこれは朝日です,oppose,other_reason,朝日新聞への不信任感から高市氏を批判
そもそも台湾の為に日本が武力とかありえないから 高市さんが言ってたのはアメリカ軍が参戦した場合のことだし どっちにしても後方支援だろ,neutral,other_reason,台湾や高市さんの立場を支持・批判せず、主に武力行使について述べているため
">>2
中国の内政問題に日本が軍事介入するて言うたら中国がキレるに決まってる
おまえはバカか？",oppose,leadership,高市氏への人格攻撃で指導力批判
中国が難癖を付けにきているという解釈でいい,neutral,other_reason,引用内容の解釈の正当性を認めているもの
>>61 朝日新聞が誤報出したのはわかっている それを見た大阪領事館が反応したのがきっかけかと ちなみに朝日新聞はしれっと訂正済み,neutral,other_reason,誤報・訂正の事実叙述のみ
>>1そら台湾守るんは台湾人自身やろ、こっちが訳判らんわ,neutral,other_reason,台湾主体性を強調しており、高市氏批判・支持のどちらでもない
"修正前朝日新聞タイトル「高市首相、台湾有事『存立危機事態になりうる』　認定なら武力行使も」状況によっては日本が武力行使するかのように報じた
修正後は「高市首相、台湾有事『存立危機事態になりうる』　武力攻撃の発生時」
武力攻撃が行われたら存立危機事態になりうるというだけのタイトルに修正ｗ",support,other_reason,タイトル修正を肯定し、論調の改訂を評価
>>67 中国国内ですら中国政府の自己欺瞞の精神勝利にしか見えないとか言われてるし中国政府も引けなくなってしまってる,neutral,other_reason,中国国内の反応を記述するのみ
そらまあ高市の発言から日本が単独で戦力出すなんて話じゃねえからな。朝日の嘘見出しベースで語る連中は中国含めて支離滅裂ってこった。,support,political_ideology,高市氏の立場を支持し、自らの政治的価値観で批判をなしてる
"山尾志桜里が説明してたろ
あれ以上でも以下でもない
日本が台湾有事で軍事的に関わるのはいろんな条件が当てはまってその上さらに時の政権が決断した時だけ
条件が揃ってもやらない可能性もある
これを台湾は「分からない」といい中国は「関わるな」と吠えた
中国が大馬鹿なの
台湾はまっとう",neutral,other_reason,台湾や中国の状況を述べる中立的評価
"イザとなったら不沈空母たる日本が台湾の女子供老人は受皿になるしな
東日本大震災の翌日に200億の義援金を授かった恩は忘れないですよ
一つの国だから",support,diplomacy_ability,恩義の話と国際的連帯を強調
はっきり言ったら怒られたから意味不明にしてるんじゃね,oppose,leadership,高市氏の言動に否定的な評価
"修正前もおかしくはないな
存立危機事態認定で武力行使しないのはありえないから当然のこと
修正した理由は知らんが",neutral,other_reason,理由不明や当然とする表現で判断不可
つまりこれで勝手に戦争だと言ってパニクってるのはパヨと中国だけということだな,oppose,criticism_validity,高市氏の答弁に対して批判的
岡田：中国が台湾攻めたらどうするん 高市：アメリカに協力しまっせ 岡田：こら！はっきり言うな,oppose,criticism_validity,高市氏の発言が若背に当たるとして批判している
">>78
そんなこと言ってねぇw",oppose,other_reason,高市の発言を自ら否定している
">>76
修正した理由が説明できないって時点でお前は負けてるよ
そこに気づけ",oppose,leadership,対応の遅れや姿勢を批判
>>75 台湾も火消しに協力してくれてるんだろうね,neutral,other_reason,具体的内容なしで比喩表現。高市氏擁護・批判の明確な根拠なし。
>>76 三要件満たさないと武力を行使する事態にはならないから存立危機事態イコールではない,neutral,neutral,立場表明無し、事実叙述のみ
>>80 じゃ説明できるのかよ なんで修正したのか,oppose,other_reason,高市氏の答弁修正を批判・疑問視
そんなこと言ってないだろｗ,oppose,criticism_validity,高市氏の答弁内容を否定
">>1
>高市総理の答弁内容から直接、
> 「日本が台湾を防衛する」と解釈するのは難しいという判断を示した

今回の高市の発言から、いま騒がれてるような解釈をするのは難しいって意味だから、
要は「中国は頭おかしいのか？」って事だろwww",oppose,criticism_validity,中国批判の発言を非難
台湾「などと意味不明であり動機は不明です」,neutral,other_reason,文脈から高市氏への評価が不明
">>85
台湾を防衛にはならない、
これはさすが台湾良く分かってるよね",neutral,other_reason,台湾の判断を称賛する表現であり、高市氏に対する明確な評価ではない
">>82
そうだね
まぁ政治的にはイコールだろうが",neutral,other_reason,他者の発言に同調しつつも明確立場は表明せず
高市が低脳だから誰が誰にどうしたらとか言えてないだろ。頭が論理的でないんだろうな。,oppose,leadership,高市氏の論理性を直接批判
最初からそう答弁してるんだぞ,neutral,none,高市氏に対する支持・批判の表明なし
"毎度のことながら中国の「キレる」はリアクションとか結果じゃなくて、日本を揺さぶって有利を得るための手段だから、そこは「なぜ」ではつながらんのよ
日本の野党が政権にいつもキレてんのと同じだ",neutral,other_reason,中国と野党の行動比較による誤解防止の指摘
高市は一言も台湾とは言わず曖昧な答弁ばかり言ってたのに岡田が台湾台湾と連呼して朝日新聞は「武力行使！」なんていうイエロージャーナリズム丸出しな挑発的なタイトルをXに投稿してその朝日新聞のX投稿を引用して薛剣駐大阪総領事が「斬首してやる」と反応するに至っている誰が火を点けてんのか言うまでもない,oppose,political_ideology,批判対象は高市本人ではなく台湾政策全体の拡大とメディアの過剰反応。高市への直接評価はない
>>87 中国と違って有能な人材の集まりだからw,support,leadership,中国と比較し「有能な人材」と評価
そもそも台湾を助けに行った密接な国(アメリカ等)が攻撃された時なんだよね 台湾を攻撃されただけでは自衛隊は出ない,neutral,other_reason,立場表明なし、事実述としてのコメント
スレ立てしてるやつって日本語わかってない？,neutral,other_reason,当事者への言及ではなく、一般批判
"火がつくと分かってるなら答えるなよ
質問した人がいて、答えた人がいて、質問した人のせいにする思考回路は本当に分からん",oppose,leadership,答弁の結果への不満と質問者責めを批判
">>94
日本は戦争できない
これが9条だから全部アメリカ次第",neutral,other_reason,憲法についての主張であり、高市氏の評価ではない
日本人の俺もわからないから,neutral,other_reason,自分の無知を表明する内容
トランプ高市との異例の電話会談わずか25分だけ通訳入れたら実質10分程度。やはり一方的にぶちまけ怒りのガチャ切りだった模様 [709039863]\nhttps://greta.5ch.ne.../poverty/1764129291/,oppose,diplomacy_ability,外交会談の実質短縮を批判
"台湾からも
見放されたら
何の為だったの…",oppose,leadership,台湾からの信頼喪失を懸念する姿勢は批判的
意味不明とあいまいはかなり意味が違うだろ,neutral,other_reason,意味の違いに関する文法的指摘。記事への対応性なし
">>96
日本のマスコミがここまでイエロージャーナリズムに染まって
そのイエロージャーナリズムにまんまと引っかかって斬首してやるなんて言ってくる総領事がいることなんて誰も想像できないだろ",oppose,criticism_validity,総領事の発言を批判
">>29
馬鹿がいきなり発狂して面倒臭いからな",oppose,leadership,高市氏を馬鹿と蔑視し発狂と評している
"事後対処法が定義する「存立危機事態」とは、わが国と密接な関係にある他国に対する武力攻撃が発生し、これによりわが国の存立が脅かされ、国民の生命、自由及び幸福追求の権利が根底から覆される明白な危険がある事態で

高市早苗は

台湾有事がエスカレートして

わが国と密接な関係にある他国に対する武力攻撃が発生し、これによりわが国の存立が脅かされ、国民の生命、自由及び幸福追求の権利が根底から覆される明白な危険がある事態だと政府が総合的に判断すれば存立危機事態です

って言っただけ

法律を読んだだけじゃねーかって話なんだがｗ",oppose,other_reason,法律の定義を繰り返したことを批判
＼(^o^)／ｵﾜﾀ,neutral,other_reason,感嘆・完了表現で立場なし
最初からそう言ってるじゃん 戦争と揉め事だいすき朝日新聞が理解力ないアホを釣るのに煽りたててまんまと釣られた中国外交官が首きる発言しちゃってさ,oppose,criticism_validity,中国外交官を批判し、朝日新聞も非難
">>100
カスウヨの歓心を買う為だYo!",oppose,political_ideology,罵倒表現から政治的傾向を否定
">>100
これで「見放された」って
読んじゃうとは
中々残念な読解力…",neutral,other_reason,読解力を批判する一般評論で立場不明
"日本に台湾を守る能力は無いしな
あくまでも米軍を支えるだけ",oppose,security_ability,日本の防衛能力を否定
そもそも台湾が中華民国の名前捨てて大陸の領土の主張やめないんだから解決しない,neutral,other_reason,地政学的主張に関する無関係な内容
>>3 ていうか朝日新聞が武力介入する的な誤報やって、問題ななってからサイレント修正したとか見たよ,neutral,other_reason,批判の対象は新闻・朝日で、高市氏には言及なし
朝日の記事のせい,neutral,other_reason,外部要因を指摘して責任転嫁する表現
"最初から台湾に加勢するとは言ってない
自衛するだけ",support,security_ability,日本政府の立場を適切に説明したと評価
>>1 お前の脳内が意味不明,oppose,other_reason,相手に対する直接的な侮辱表現
そもそも同盟関係でもない台湾相手に集団的自衛権は行使できない,oppose,security_ability,日本の集団的自衛権の適用を論じた
"誤報？
存立危機事態なのに集団的自衛権行使しないのか？
なんかもう朝日新聞の方がまともだな",oppose,leadership,高市氏の政府対応への不満で指導力批判
台湾のほうがよっぽど客観的に分析できてるな 別に、台湾攻撃したら許さん日本が武力で守る！なんて言ってないからな,neutral,other_reason,敵対的表現や評価は含まれず、単純な受け止めや補足コメント
普通に解釈すればこの結論になる首を切るとか言い出した総領事の頭がおかしいだけ,oppose,leadership,総領事の言動を支持せず判断力に疑問
バカ市だからしゃーない つい言い過ぎたアホ ぴょんぴょんクネクネニヤニヤキョロキョロ壺謝ったら死ぬおばさん,oppose,other_reason,彼女をバカ、アホなどと侮辱
切り取り記事を判断材料にすんなて,oppose,other_reason,記事を評価材料としないと判断
中国　日本観光自粛　静かに成りました有難う,neutral,other_reason,記事内容と無関係。特に立場表明なし。
"誤報だよ
存立危機自体＝武力行使じゃない",neutral,other_reason,事実誤認を指摘する内容
">>119
スレタイしか見てないバカ",oppose,other_reason,相手を馬鹿と称した侮辱ポジションを取った
台湾としても迷惑な話だよな 自衛隊が武力介入するとか言われても困るだろw,neutral,other_reason,台湾視点での不快感を述べ、直接的擁護または批判はしていない。
">>122
朝日はイコールと報じてない
誤報というのがデマ",neutral,other_reason,記事内容の正確性について述べている
>>124 はっきりと助けると明言してくれという記事だがな,oppose,political_ideology,高市氏の曖昧な発言を批判
中国から日本への「水産物の輸入停止」をめぐり、外務省内部に、共同通信の報道への不信感や反発が渦巻いていることが「週刊文春」の取材で分かった。,neutral,other_reason,記事と無関係な内容
キレてる中国人がアホ,neutral,other_reason,高市氏批判・擁護をしない
">>123
セッケンの陥った罠の実例になってくれてんだから赤くしてあげねえとだな。
なあ>>119よ。",oppose,other_reason,皮肉で高市氏に批判的な意図
"パヨは本気で朝日の最初の見出しと中国大使の発狂だけしか見てなかった可能性あるな
そして情報書き換え機能もないw",neutral,other_reason,向こうの行動・情報に言及するだけで立場表明なし
">>130
朝日の見出しのどこが問題？",neutral,other_reason,批判文ではなく、見出しに関する質問のみ
中国はtiktokのショート動画メインで対外政策決めてんのかね？,neutral,other_reason,対象者が明確でないため立場確定不可
">>126
存立危機事態て台湾を守んじゃなくて、日本を守るのが目的だからな",neutral,other_reason,台湾守備目的の話題を日本の防衛に転換
ネトウヨ脱糞,oppose,political_ideology,右傾化や自称ネトウヨへの否定的評価
>>8 バカが読むとスレタイになる,oppose,other_reason,高市氏の答弁を愚かと非難
">>131
「日本が武力行使」するニュアンスだな。まあパヨチン煽動ヘッドラインに憤青が引っかかったわけだｗ",oppose,political_ideology,対中姿勢やメディア批判を背景に立場表明
中国が三流国と言うことだけは分かった。,oppose,political_ideology,中国を低く評価する内容から批判的
どっちもシナチクだからｗ,neutral,other_reason,皮肉のメッセージで明確な立場なし
">>136
存立危機事態認定したら武力行使するに決まってんじゃん
どの部分が煽動なんだよ",oppose,leadership,高市氏の発言を直接批判している
">>2
中共のプレイを数ターン遅らせる予防的一手だからだろう",neutral,other_reason,中国の行動に対する戦略的見解で、高市氏批判・支持を明示していない
あくまで米軍が参戦した場合に集団的自衛権行使すると言うだけの話,neutral,none,事実叙而非難・擁護を表明
ネトウヨの言ってることも意味不明,neutral,other_reason,対象人物や政策への表明がなく中立
「中国の」武力行使ってのを高市が使ったら応答で岡田が「日本が」武力行使に付け替えちまった。朝日はそれ拾ったんだな。そして総領事が釣れてご覧の有様だｗ,oppose,other_reason,朝日の報道に冷笑し、高市氏を揶揄
">>17
そんなことは一言もいってない",neutral,other_reason,関わる立場表明がない
つまり中国が超バカってこと,neutral,other_reason,中国への人種差別的表現で論理的判断できない
まーたスレマイ・タイ誘導,neutral,other_reason,介入の本意が不明で、高市氏への評価含まず
>>1のどこをどう読んだら「高市の言ってることは意味不明」というスレタイなるのか、まさに意味不明,neutral,other_reason,スレタイの理由を質問しており、高市を支持・批判していない
">>142
これまで誰からも理解されず、ずっと生きづらい人生送って来たんだろうね
れいわ共産社民に行けばおともだちがいっぱい出来るよ",neutral,other_reason,政治家批判ではなく人間受容を求める内容
これ台湾外交部がこう言ってるから中国に一切関与しないっていえるじゃん,neutral,other_reason,当局の発言を引用するのみで立場なし
そりゃ高市は台湾で米中が戦争になったら米に援軍送るってんだから直接台湾を助けるったわけじゃないからなそろそろ台湾と結んでウイグルチベットモンゴルと結んで中凶包囲網を作るべき満州族はもうあてにならんかな,neutral,other_reason,高市批判支持の明示なし、主観的地理提言で評価不在
日本近郊で中国が米軍を攻撃したらと言う話なんだがw,neutral,none,皮肉混じりの発言で立場不明
独立はしてない。一つの中国との建前は台湾も同じ。,neutral,other_reason,領土主張に関する主張で、表明は曖昧
"またソース先が朝日新聞か
こいつら捏造大好き反日だから読む気が失せる",oppose,political_ideology,朝日新聞への不信感から高市氏批判
台湾｢日本が直接介入するって解釈にはならないんすけどなんで中国キレてんすか(笑)｣,neutral,other_reason,皮肉を含んだ経口表現で顕著な支持・批判が不明
>>154 これな,neutral,neutral,発言内容が極めて曖昧で判断不可
いや誰も台湾を守るなんて言ってねえよ 日本の危機だって言ってるだけ,neutral,other_reason,危機論を支持する内容でない
">>1
ソース読めないのにスレ立てした馬鹿",oppose,other_reason,他人を「馬鹿」と侮辱
">>2
高いちをやめさせたいんだろ
公明党の連立離脱から もう 定まっている路線",oppose,political_ideology,高市氏の政治的信条に対する否定
>>2 そもそも高市が気に食わないから きっかけを探してただけ,oppose,political_ideology,高市氏への嫌悪感が原因と判断
台湾は最大限身を呈して気を遣った発言なんだろうな あえて余計なことも言わないしなんていい国なんだ,neutral,other_reason,高市氏に焦点が当たっていない
"トランプからハシゴ外され
台湾からハシゴ外され
EUからハシゴ外され
オーストラリアから外され
ミャンマーから外され

高市は一体いくつハシゴ持ってんだよwww",oppose,political_ideology,外交上の孤立を皮肉り、政治姿勢を否定
"今回の中共ヤクザの
日本や高市に対する言動は常軌を逸している
中共ヤクザが、真摯に誠意を持って
日本及び高市に謝罪しなければ
決して中共ヤクザを許してはならない",oppose,other_reason,高市批判を「中共ヤクザ」の言動と扱い、非難
>>1 お前がバカだということはよくわかった,oppose,leadership,相手を人柄で否定
"お前らさ
Xでこれだけ外国から対立煽りする工作あるって判明したのにまだこういう対立煽りスレでマジレスしてんの？
学習能力ないって致命的欠陥やんけ
ネットやんな無能ども",neutral,other_reason,対象人物に言及せず、一般論で批判
">>1
↑
スレタイで記事内容を捻じ曲げてるんで五毛決定
コイツを永久追放しろ",oppose,political_ideology,右傾化や反中感情を示唆
>>161 それぜんぶ中国の敵やん 認知歪みすぎやろ オマエには脳みそと目あるの？w,oppose,other_reason,高市氏の立場に反する批判と皮肉
">>1
台湾外交部は高市の発言を理解してるだろw",neutral,other_reason,冷笑を交えた単なる発言感想で判断不可
">>164
つ鏡",neutral,other_reason,政治的立場表明無し・文脈不明
"でしょでしょ
日本国民もみんな高市の言ってることなんか意味不明で全く理解できないんですよ
あれは極右が起こしがちな発作みたいなものです",oppose,political_ideology,極右的思想を指摘
共通の敵を思い出させ1つの中国になるチャンスを与えられたな,neutral,none,敵の言及と中国統一が述べられ、立場表明なし。
確かに国と認めてるか認めてないかまずそこから始まる問題だからな,neutral,neutral,台湾の主权を論じる内容で高市氏批判・支持を含まない
>>160 台湾も緊張をエスカレートさせたくはないしな,neutral,neutral,高市氏への評価が見られない
">>2
中国が北方領土に言及したら日本キレるだろ
それと同じ",neutral,other_reason,北方領土を例に持ち出し、自尊心の問題として反論
スレ立て人、あまりにも５チャンネルの人間の知能をバカにしすぎｗ,neutral,other_reason,スレ立て人批判で、高市氏触れず
"抗議はしても
習近平の首を斬るなんて殺害予告は普通しないし、外交官がそんな発言勝手にしたら本国召還して処罰するけど？",neutral,other_reason,批判の対象が高市氏でないため
"高市は台湾を守るとは言ってない
台湾の有事に介入した米軍を助ける可能性があると言っただけ
というかその法律がそうなっている",neutral,other_reason,法律内容への指摘で立場表明無し
">>173
日本が北方領土奪回のためにロシアと戦闘行為になった場合
中国の法律ではロシアに協力する可能性があると言ったとして
日本人はアホかとは思っても怒りはしないよ",neutral,other_reason,文章内の言及が高市氏に直接関していない
支那による工作が日本の比じゃないレベルで酷い台湾,oppose,other_reason,「支那」表現で中国を軽視
ジャスコの前提からしておかしいからな,neutral,other_reason,ジスコの言及はテーマ関連外
">>2
高市だと都合悪いから
なお「俺が連立降りたら困るやろなあ高市降ろし始まるやろなあ」と自爆した公明党と同様
「中国がキレたら日本人困るやろなあ高市降ろし始まるやろなあ」との期待とは裏腹の結果となって
どこもかしこも発狂しとる",oppose,political_ideology,保守政治家としての判断を否定
">>177
状況が全く違うだろ
中国は台湾統一を明言、武力行使も否定してない、やる気満々
高市は「中国がもしやったら…」と喧嘩を売った",oppose,political_ideology,台湾有事の危険を誇張し、 Bedrooms爆発的内容。
高市は精神疾患だったって事で何とか穏便に済まないかな,oppose,leadership,高市氏の精神状態を理由に指導力を否定
>>123 薛剣、タイトルに騙されてまたイキってんのかw,neutral,none,無関係な人物の半UX話で、論点から外れている
いや日本有事なんだから直接防衛するだろ,oppose,security_ability,日本が直接防衛するべきだとして批判
狐憑きの高市を徐霊しないかんね,oppose,leadership,人格否定で指導力批判
台湾は関係ないからな 尖閣 に来そうだから防衛するって言ってるだけで,neutral,other_reason,高市氏擁護・批判の立場不明
">>119
日本語読めない馬鹿がこうして釣られる訳かw",oppose,other_reason,高市氏を含む政治家を貶めている
>>181 違いますw 捏造辞めて貰って良いですか?,oppose,criticism_validity,記事内容の捏造を指摘し、批判の妥当性を主張
尖閣は台湾じゃない日本領ですの一言で済むんですけど,neutral,other_reason,主張の対象が尖閣問題で、高市氏批判とは無関係
>>186 中華民国、「釣魚島は中国の領土」,neutral,other_reason,主権主張で高市氏批判・擁護表現なし
>>181 状況が違うし北方領土がーと言っても例えにはなりませんな,neutral,other_reason,北方領土の言及は主な関心事外。高市氏批評なし
正直、台湾もムダに面倒に巻き込まれたと思ってるだろうな,neutral,other_reason,本当の台湾の意見を分析しており、立場表明は不鮮明
">>1
クソスレ立てる暇があったら、小学校から勉強やり直せ
一体どう間違った解釈したら、このクソスレのタイトルになるんだ
〈終了〉",neutral,other_reason,対象人物に言及せず、スレ立てへの批判を表明
>>1が意味不明www,neutral,other_reason,引用を元にした文脈不明コメント
