comment,stance,reason,explanation
謝らずにオープンだ言うのが一番嫌われる   我最讨厌说自己敞开心扉却不道歉。,oppose,diplomacy_ability,外交姿勢を批判し、謝罪の欠如を問題視
遅刻して⏰をずらすざます   我迟到了，我⏰会迟到。,neutral,other_reason,台湾有事発言と無関係な個人的コメント
2人でハグでもしてぴょんぴょんでもしょうもんなら高市は大丈夫だけど中国代表は殺されかねない,oppose,other_reason,台湾有事発言に対する中国側の反発を援用し批判
良いよほっとけばシナチョン両国なら   如果是中国人和一个国家，那就好,neutral,other_reason,文脈から高市氏に対する評価が不明
キンペーじゃないと意味ねーだろ,oppose,leadership,金平氏への言及で高市氏を否定
俺はこの高市さんを評価・支持するよ    我会评估并支持这位高市先生。,support,leadership,高市氏への支持と評価を明確に表明
"対中関係は絶望的    与中国的关系已经无望了
台湾有事で    台湾紧急状态
普通に日本有事までありそう    看起来将会有普通的日本紧急情况
そして高市信者は徴兵されて台湾へ    高市信徒被征召并送往台湾",oppose,political_ideology,高市氏の政策が日本への負の影響を引き起こすと表現した
"それでは　今日も元気に行ってみよう    今天好好走吧。
みなさん　ご一緒に　どうぞ
大家请加入我们

お題　日本の汚物    话题：日本的污秽

とんとんとんまの天狗さん    天狗
https://www.youtube..../watch?v=I2A0WAiVuWo

とんとんとんまの　ダニ高市    通通马的达尼塔卡市
とんまで　天下の　逆賊が
直到世界的叛徒
にぎるかたなは　糞まみれ　便所クセ
尼吉鲁刀上满是粪便和厕所习惯
国民どもを　なぎはらう    赢得民众

日米金利差放置してええ    让我们不去关注日美之间的利率差异。
えんやあああす　ぶううっか高あ    恩雅啊啊，布乌卡塔卡
国民は貧困化ああ　    人民贫困
とっとと　出て行け　ニッポンを
立刻离开日本

・逆賊とは「主君に反逆した悪人」のことを言う。
·叛徒是指“反叛主公的恶人”。
・日本における主君は「天皇陛下＝主権の存する日本国民」だ。
·日本的领主是“天皇陛下=日本主权人民”。
。。。。

野田佳彦と立憲民主党は自民党による    野田义彦和立宪民主党由自由民主党领导
【日米金利差の放置＝円安インフレ政策＝物価高＝国民の貧困化】
[忽视日美利率差异=日元通胀政策疲软=物价高=人民贫困]
に賛成し推進しているのか。    你支持并推动它吗？",oppose,political_ideology,「逆賊」として高市氏を批判し、政治的非難を行っている。
ｘで国バレしそうな奴らが5chに来すぎてる件   太多可能会在 X 上了解这个国家的男生来到 5 频道,neutral,other_reason,記事内容に関連しない一般論
李強の胸に飛び込めよ   跳进李强的胸膛,oppose,other_reason,暴力的・挑発的表現で支持不含
全員触らぬ神にたたりなし状態だってさ。    每个人都处于未被上帝影响的状态。うっかり出会うとトップに激おこされる、中国人には恐ろしい存在となったw,oppose,political_ideology,高市氏を現実の恐怖に例え、批判的描写
"お母さん　学校で民主主義について習ったよ。    妈妈：我在学校学过民主。
あら　何？    哦，什么？
高市の　高市による　アメリカのための政治
高市的《美国政治》
ドスン　どした    砰
お母さんが死んだ    妈妈去世了
ｗｗｗｗ   www
。。。。
これが「無教養＝野蛮人・高市早苗」と「悪徳・自民党」の政治だ
这就是“无知=野蛮人，高市早苗”和“副，自民党”的政治
・日本の主権の放棄＝米軍への服従　    ·放弃日本主权=向美军屈服
　防衛費倍増中露北朝鮮を攻撃する国産ミサイルの製造と配備による軍国化
中国、俄罗斯和朝鲜通过制造和部署国产导弹来攻击朝鲜，将国防开支翻倍。
・日本の主権の放棄＝ＦＲＢ（連邦準備制度理事会・日銀相当）への服従
·放弃日本主权=服从美联储（相当于日本央行）
　日米金利差の放置＝円安インフレ政策＝超物価高＝国民の貧困化
忽视日美利率差异 = 日元通胀疲弱 = 超高物价 = 人民贫困
野田佳彦と立憲民主党はこれに賛成して推進しているのか。
野田义彦和立宪民主党是否支持并推动这一点？",oppose,political_ideology,高市の政治方針を「無教養」「野蛮人」と批判
【共同通信】 共同通信の“スクープ”に外務省が猛反発！「水産物の輸入停止」報道が招いた大混乱《日中対立の裏側、官房長官も否定した》,neutral,other_reason,外部機関の報道蒸発を単純に記録
ネトウヨ必死やな   内托约绝望地,oppose,political_ideology,ネトウヨや中国批判を強く表現
">>1
高市は韓国に夢中だもんな    高市对韩国非常着迷。",oppose,political_ideology,韓国に傾斜する姿勢を批判
"韓国の大統領とはなんか仲良くやってるけど    我和韩国总统相处得很好。
今までこんな仲良くできたか    你曾经这么接近过吗",oppose,diplomacy_ability,韓国との関係強化と比較し、中国対応を批判
"バカだろ    你真傻
機会は自分で作るんだろうがよ    我想我自己会抓住机会
無能すぎる    太无能了",oppose,leadership,無能や馬鹿と人物否定
世界にイタリアとまた枢軸国作るぞって見せつけた   我向世界展示了我会再次打造意大利和轴心国。,oppose,political_ideology,右傾化や軍事同盟構想を示唆
そりゃわざと1時間遅刻して食事会も欠席したわけだからなあ,oppose,diplomacy_ability,高市首相の外交行動を批判
こここそ得意の抱きつき攻撃だろう   这大概是他擅长的拥抱攻击,oppose,diplomacy_ability,皮肉で外交対応を批判
無能な働き者だよな、石破茂の成果横取りしてぴょんぴょんしてるだけで良いんだよ、何にもするなよ。わざわざ、問題起こしてさ、英語も喋れないクズが知ったかぶりして日本の国益を壊すんじゃないよ。冴えないババァ,oppose,leadership,高市氏の人柄・能力を否定する表現
">>53
日韓友好 
日中断交
壺は前者をリップサービスとアクロバティック擁護したため
因为罐子用口头和杂技式为了前者辩护
中韓をひとまとめにしてきた壺が非常に困ってるｗ
我因为那些把中国和韩国联系起来的罐子而陷入大麻烦。",oppose,political_ideology, conservatives' inclusion of 'China and Korea' is criticized.
面子の中国は制裁路線でいくと自分のところも苦しくなってくるから頭痛いな,neutral,neutral,中国関連の論点を述べており、高市氏への支持・批判は表明していない
ここが今日の五毛スレ？   这是今天的 Gomo 讨论串吗？,oppose,political_ideology,「五毛」は中国政府のプロパガンダ活動を批判的に指す言葉
この世にある全ての溝は話し合いでしか埋まらない   这个世界上的所有空白只能通过讨论来填补,neutral,other_reason,relationships through dialogue
"①台湾統一は習近平の【ライフワーク】    （1）台湾统一是习近平的[毕生事业]
②中国は世界で最も【面子】に拘る国    （2）中国是世界上最注重面子的国家
この２つを頭に入れておかないとなぜ今回ここまで問題がこじれて日中関係が悪化しているのか？を理解できない
そもそも中国は高市早苗をタカ派の政治家として非常に警戒していた。その高市が首相に就任したが
①靖国神社の参拝を見送ったこと    （1）送别对靖国神社的参观
②所信表明演説で中国について「日本にとって重要な隣国であり、建設的かつ安定的な関係を構築していく必要があります」と強行的な姿勢を見せなかったこと
（2）在表达信念的演讲中，他对中国没有强硬立场，而是说：“中国是日本的重要邻国，有必要建立建设性和稳定的关系。”
で中国が日中関係に楽観的な見方をしたフシが見られる
我们可以看到中国对中日关系持乐观态度
そのため先日開催されたAPECで高市との首脳会談をセッティングした。高市早苗の総理就任への祝福の意味と就任して初めての国際会議で高市の【面子を立てる】意味合いがあったのだろう。アメリカとの貿易戦争の最中で日本との関係を良くしたい狙いもあったはず。その首脳会談で「戦略的互恵関係」の推進を確認できた、までは中国の狙い通りだった……が、会談直後に高市が台湾のAPEC代表と接触しツーショット写真をSNSに投稿したことで習近平としては高市に【面子を潰された】と不快感を募らせた。そして国会での「存立危機事態発言」これで習近平が【激高】した
最高権力者の習近平が激高したのだから部下も同じように激高して強行的な姿勢を見せないと自分が【粛正】されてしまう。その典型が駐大阪総領事がSNSに投稿した「首切り」発言
それをすぐに「削除させた」のは高市に「こっちも削除させたのだからおまえも発言を徹底しろ」というメッセージが込められていた。でも知ってか知らずか高市が発言を撤回することはなく今日まで事態が悪化一途をたどる展開になっている。
悪化が続く日中関係が改善する要素は大きく２つ    随着日中关系持续恶化，有两个主要因素将改善
①習近平の怒りが収まる    （1）习近平的愤怒消退
②高市早苗が発言を撤回する    （2）高市早苗收回了她的言论
この２つが成立しないと改善は難しい",oppose,political_ideology,高市をタカ派として批判
中国に依存しすぎたドイツの衰退が止まらない    徳国因过度依赖中国而衰落并未停止,neutral,other_reason,ドイツの例を引きながら高市氏については言及なし
ビビってるもんな   我害怕,oppose,leadership,「ビビってる」は指導力不足を批判
"国会日程の都合で遅刻したんだからしょうがないよ
我迟到了，没办法。
ドンマイドンマイ    唐迈 唐迈 唐迈
また機会があるさ    我还会有另一次机会",support,leadership,状況を理解し諒解を求めている
明日から汚染物質が吸着した黄砂が日本を襲撃する   从明天开始，带污染物的黄色沙子将袭击日本,neutral,neutral,事実の伝達で立場なし
">>1
飛行機代2億返せよ国賊    还两亿机票，国家小偷
辞めろ国賊    别再当国家小偷了
死刑で死ね国賊    死于叛徒之死",oppose,leadership,高市氏を国家小偷と非難し、辞任や死刑を要求
>>66 食事会欠席の言い訳はなんなん,neutral,other_reason,立場表明なしで理由根拠はない
"これが総理だぜ    我是首相。
みっともない    丑
顔見ては何も言えない    看到自己的脸我什么都说不出来",oppose,leadership,総理としての資質やイメージを否定
遅刻したり会食見送りしてまでニアミスを避けておいてこの言い草。ものすげーわ,oppose,leadership,遅刻や会食見送りで努力したにもかかわらず見送ったと批判
遅刻せずに会話できたし夕食会出ればよかったんじゃ???,neutral,other_reason,夕食会出なかった虚勢話で、高市支持・批判のどちらにもならない
">>61
頭カルト靖国神社の大政翼賛スレじゃん",neutral,neutral,靖国神社ママのスレと関連する
">>53
トランプの子分同士だからな    因为他们是特朗普的走狗",oppose,political_ideology,中国と高市氏を共に右派政治家と揶揄
"初の女性首相ブースト以外考えられん支持率    除了首位女性总理的提升外，难以想象的支持率
あとは全体的に外人ヘイト強すぎて右増えてるのもあるか
此外，是否存在一种整体的外国仇恨过于强烈，右翼势力正在增长？
どっかのヒゲの伍長に似てないか？この状況    他看起来不像个留着胡子的下士吗？ 这种情况",oppose,political_ideology,右翼化・外国人差別・ヒゲ下士と批判
ここは台湾の要人と会って煽って欲しかった   我想在这里与台湾贵宾会面，并鼓励他们,support,political_ideology,台湾支援を明確に表明
">>53
反日取ったら死んでしまうんじゃないかというくらい過激だった奴がほぼ何もしてこないから、日本としても邪険に扱っていい要素がないよね
Those who were so extreme as to think anti-Japan would lead to death did almost nothing, so Japan has no reason to treat them poorly.",support,political_ideology,高市氏のイスラエル訪問支持を肯定する政治的言動として評価。
"せやな残念    真遗憾
今後あるといいね    我希望未来会有",neutral,other_reason,願望表明で立場明示なし
口だけ達者将軍   只会说话的将军,oppose,leadership,指導力・実績不足に対する批判
"チンピラ国家なんぞ相手にする必要ないやろ    你不必面对暴徒国家。
サナエは黙ってニコニコしてるだけで世界が味方してくれてるし
早苗只是默默地微笑着，整个世界都站在她这边。",support,leadership,彼女の黙示的な態度に世界の共感を描写
"子供の言い訳みたいだな    这就像小孩子的借口
あれって腹くくって言ったわけじゃなくて失言の類なんか
我没说我生气，但那算是一种失言",oppose,leadership,態度が軽率と批判
チャンコロなんぞ放置が一番   最好别管它。,neutral,neutral,中立的・曖昧な表現が多い
"【タリバンバカ(アホ)市】    [塔利班巴卡（阿霍）市]
【キングボンビーバカ(アホ)市】    【国王炸弹巴卡（阿霍）城】
【ビビり逃げ市】←New!!😆笑    [害怕的逃亡城市] ←新！！ 😆微笑",oppose,political_ideology,タリバンやボンビー比喩の酷評は思想的意図を発露
"子供の言い訳みたいだな    这就像小孩子的借口
あれって腹くくって言ったわけじゃなくて失言の類なんか
我没说我生气，但那算是一种失言",oppose,leadership,補償策を訴える立場に転換しているため
マウント取りに行ったんじゃなかったのか？   你不是去拿坐骑了吗？,oppose,diplomacy_ability,単純な敵意表現で diplomatタグ発動
"あったのに避けただろ    我避开了它。
嘘つき    说谎者",oppose,political_ideology,高市氏の国会発言を皮肉っぽく批判
"マウント衣装を一生懸命選んだのに    虽然我很努力地选了坐骑服装
マウント会場の夕食会を欠席、何がしたかった？w
如果你错过了在山庄场地的晚餐，你想做什么？ w",neutral,other_reason,「マウント」はContextに登場しない。会話内容は実際の国際問題と無関係。
はあ？なんだこのクソババア   哼？ 这是什么，babaa？,oppose,leadership,人としての資質を否定する言葉を用いた
都合が悪くなるとすぐ逃げる国内のゴキパヨ仕草そっくり,oppose,leadership,高市首相の対応を指導力不足と評価
"支持率が上がって中共ショックだってw    支持率上升，中共感到震惊。日本人のことを分かっていたようで    看来他认识日本人
分かっていないんだよなー    我不知道。",neutral,other_reason,読者の主観が含まれた皮肉な表現で、明確な支持/反対が判別できない
マウント服が泣いているぞネトウヨw,oppose,political_ideology,「ネトウヨ」は右翼的立場を皮肉った表現
">>40
写真撮影のとき高市が李強が立っている方を窺うように視線を送る映像があったな
あのとき李強は視線を合わせないようにしてたんだと思うがどこかに引きの映像がないかな",neutral,neutral,事実描写や主張なし。場面描写のみ
↙↙李強    ↙↙ 李强（＃｀ㇵ’）　ちくしょうアル。ワシが高市早苗を避けているように解釈されたアル。(#'ㇵ') 阿ル被解读为鹰在躲避高市早苗。腹立ち紛れに発射するアルよ！！！    阿尔愤怒地开枪！！,oppose,political_ideology,対中感情の露骨な表現から批判
ボクも女性と会話する機会がなかっただけです   我也没机会和女流。,neutral,neutral,女性との会話話題で、高市氏批判ない
やっぱ女だなあ   毕竟，是个女人,oppose,leadership,性差別的発言で指導力を否定
"中国総領事の暴言「抗議だけで十分」    中国总领事的激烈言论“抗议已足够”
最多35％
　
産経新聞    产经新闻
　
ｗｗｗ   www.e.gr",neutral,neutral,記事内容を引用しただけで、立場表明がなされていない
"高市総理の会議遅刻と食事会欠席に世界が感激！まさに高市無双！中国も震え上がる！
全世界都为高市首相迟到会议并缺席晚宴而兴奋不已！ 真是高市无双！ 中国也在颤抖！",support,leadership,高市氏の行動を称賛し、強力な指導者として擁護
"別に中国と会話しなくていいよ    你不必单独和中国沟通
このスレ見てもキレてるの中国人だけじゃん    即使你看这个帖子，只有中国人才聪明。",oppose,political_ideology,中国を対立候補とし右翼的認識を表明
とうとう中国人テロ発生！   终于，中国恐怖主义发生了！,oppose,other_reason,台湾有事発言を背景に中国との緊張を煽る記述
ネトウヨなんだから当然コミュ症なんだろ,oppose,political_ideology,高市氏をネトウヨと批判
"THE無能    THE 无能
バカ1サナエ",oppose,leadership,高市早苗氏の能力を「無能」「バカ」と直接批判
スパイ防止法に中国が反発するのは避けられないから    遅かれ早かれ中国と緊張関係になったな,oppose,security_ability,スパイ防止法が中国との緊張原因と批判
"本来なら即時開戦してもおかしくないのに謝罪すれば許してやるって姿勢が変わらない中国   
これがバカ息子に対する父の愛だよ   
分かったかジャップ？",oppose,political_ideology,中国を攻撃的な存在として描き、日本蔑視するレトリックを用いている。
"機会というか状況的に会話なんかできないだろ   
相手の政治家生命断つつもりなら別だが",neutral,other_reason,文脈が特定の立場表明でない
"今回、アメリカ抜きでSアフリカが冒頭、いきなり議会宣言採択した　中国は多国間協調を発言した　自由貿易、戦争犯罪の防止、人種差別反対という重要なテーマ　その辺も理解できずに　日本は高市の一挙手一投足を馬鹿みたいに監視している　

やはりアジア人は滅ぼすべきだ",oppose,political_ideology,人種差別的・排除的な発言
正しくは会話する気がなかった,oppose,diplomacy_ability,中国側の意図を批判
会う必要なし,oppose,diplomacy_ability,対話の重要性を否定する内容
"そもそも会って何話すよ   
耳元で他に聞かれないように「台湾を攻撃したら北京を空爆する」とでも言うんか？",oppose,diplomacy_ability,接触自体の意義を否定し、外交的対応を批判
">>98
ほんま次はどんな失言飛び出すか分からんし高市の遅刻と食事会欠席は正しいよな",oppose,other_reason,高市氏の行動を支持している
中国人「中国と会話しろよ無能！」   中文“跟中国说话，笨蛋！”,oppose,leadership,高市首相を「無能」と罵倒している
"石破「外交というのは、“言いたいこと言ってやったぜ“とかそういう話ではない」
石破：“外交不是说你想说的话。”
https://greta.5ch.ne.../poverty/1763967796/",oppose,diplomacy_ability,外交能力に対する批判を示唆
この状況下で公衆の面前で中国高官と会話しようとしたならそりゃただのアスペだよ,oppose,leadership,高市氏の行動を「アスペ」で貶め、指導力批判
数時間費やして選んだマウント服はどうした,neutral,other_reason,着用や処分に関する行動が不明
逃げたんでしょ？,oppose,leadership,高市首相の接触拒否を致命的 weakness と批判
なら仕方ないね,neutral,other_reason,皮肉や諦めを示す表現で明確な立場ない
">>112
間を取り持ってくれる国もおらんし国交断絶までいくかww",oppose,diplomacy_ability,外交的対応の失敗を批判
"真面目な話、イキッてた安倍と同じ対中包囲網(笑)で右翼政権が   
勝手に日本の国力、GDPを中国の1/5まで下げてくれたw   
最後は春節ウエルカムだから、待てばいいと思ってるだろ",oppose,political_ideology,右翼政権と安倍を批判
"もう中国は放置でいいよ日本に侵攻してきたって    中国可以被放过，它已经入侵了日本。
みんな覚悟はできてる竹やり持って一人でも多く殺す
每个人都准备用竹矛尽可能多地杀人。
そーだろみんな    没错，大家",oppose,political_ideology,右翼的排外主義の表現を支持
"当たり前や。   答案是肯定的。
ニュースと違うやろ。当然。   这和新闻不一样。 自然。
覚悟はできとる。   我可以做好准备。
ワイらは呑気な鹿と違う人間様や。   伟他们和醉鹿不一样。",support,leadership,高市氏の決意と行動を肯定
そら遅刻して入って夕食会もでないのにどうやって機会があるんだよｗ,oppose,leadership,遅刻と夕食会不参加を理由に指導力批判
まともに話し合いできねーんだからしなくていいよ,oppose,diplomacy_ability,日中対話を不可能視し、非難している
"中国に対して冷静に対処し高い支持率を維持 
各国の首相からは尊敬の眼差し 
中国はG7じゃないのが痛いなw",support,diplomacy_ability,冷静対応と国際的評価を称賛
なんで中国は逃げてるの    中国为什么要逃避？ 直接文句をぶつけるチャンスだったのに    这是个直接抱怨的机会 彼お互いに    彼此,oppose,diplomacy_ability,高市首相の対中外交姿勢を批判
>>122 大本営みたいなレスやなww,neutral,neutral,「大本営」の意訳で比喩。対象の高市氏に対する直接評価なし
"だってさ   你知道的
高市「自分から会いに行けば擦り寄った謝ったという印象操作の映像を撮られるからめんどくさい」
高市：“如果你亲自去找我，很麻烦，因为你会被拍到让人误以为你已经道歉。”
李「自分から会いに行けば擦り寄った謝ったというシュウキンペーに粛清されてしまう！」
李：“如果我去见他，我会被修金平清除，他还为蹭我道歉！”",oppose,leadership,人物像が失格とされ、指導力への不信を暗示
南アフリカ大統領とマレーシア首相の横で、不自然にニコニコしているだけ、、、頼りのトランプは不在だし、、、中国怒らせて国際会議で相手にされると思ってたのか、、、,oppose,leadership,やり方が無茶苦茶で経験不足と判断
関西人しぐさ,neutral,other_reason,登場人物の発言や行動に関する記述で、立場表明がない
話し合う内容じゃないし,oppose,diplomacy_ability,対話を必要としないと批判
会話したらポケットのやつみたく俺たちネット民のオモチャの素材にされてしまうからな　逃げて正解,support,leadership,挨拶断る決断を指導力と評価
【速報】トランプ28項目和平案; 追い込まれたゼレンスキー; 欧州と共に反対する高市,oppose,political_ideology,外交姿勢の批判を含む出場表現
">>123
高市が遅刻して入って夕食会もでないってがんばって逃げてるだけよ",oppose,leadership,行動をもとに指導力の低さを批判
あたりめーだろ    很受欢迎。何言ってんだこいつ？    你在谈论什么？,oppose,political_ideology,中国に好意的な発言で高市を批判
">>93
夕食会欠席した高市に
会うのは無理だからw",oppose,diplomacy_ability,夕食会欠席を理由に接触避けるべきと批判
"こども食堂、全国で1万か所超す「誰もが立ち寄れる地域のインフラに」…物価高「涙を流す人もいて深刻」★2 [煮卵★]   
https://asahi.5ch.ne...newsplus/1763966564/

【トレンド】高市首相「マウント取れる服」投稿にツッコミ続出「他国に対する敬意がない」「外交相手に失礼」★２ [１ゲットロボ★]   
https://asahi.5ch.ne...newsplus/1763836076/",oppose,diplomacy_ability,「外交相手に失礼」と批判
財政法 第四条,neutral,other_reason,財政法の条文を引用する内容で立場は表明していない
>>129 網民気にしてたらトランプとか大統領やってないぞ,neutral,other_reason,トランプと高市氏を比較しており、明確な立場は表明していない
">>2
李強がね",neutral,other_reason,李強氏への言及で、高く市を支持・批判していない
">>1
今は熱くなってるからかわすのが正解",support,leadership,危機的状況を察して回避措置を取る姿勢を評価
政治や中国に興味の無かった一般層が、今回は関心を持っていて中国の異常性が広く知れ渡ってしまったのが野党とオールドメディアにとっては大誤算だったみたいだね,neutral,neutral,意見表明なし、中立的記述
"中国の件なんてどうでもいい
消費税減税はどうなった！
食料品だけでも減税してくれるんじゃなかったのかよ！",neutral,none,中国問題や消費税の話題は記事に直接関係ないため
">>123
遅刻した挙げ句 
夕食会にも出てこない奴が何言ってるの？w",oppose,leadership,行事遅刻・参加不履行を指導力不足と評価
"私が1時間遅刻して「会話する機会なかった」   
ついでに会場到着前に首相宣言が採択されていました   
ごめんちゃい   
だって化粧と衣装選びに時間が掛かったの   
だって早苗女の子ダモン",support,political_ideology,「女の子ダモン」で保守的性別認知を評価した
"服でマウントどころの騒ぎじゃなかったな   
中国以外からも冷ややかに見られてんのは確実",oppose,diplomacy_ability,台湾発言による外交混乱を批判
さなえちゃん英会話もできないのに中国語とかもっと無理だろｗ,oppose,leadership,外語能力不足を挙げて指導力を批判
"会って話してどうするのって話よ   
脅しかけるなら有効だけどさ   
局面的に合わないのがベスト",oppose,diplomacy_ability,外交交渉対応として会談を非推奨
早苗は愛嬌、シナは卑怯,support,leadership,愛嬌を評価し、指導力として支持
">>1
ネットで吠えてるネトウヨとまんま同じで笑ったｗ   
タイマンだとビビって何も言えないシャバ僧の高市ｗ",oppose,leadership,指導力の欠如を明示的に批判
"こんな無能を擁護しなければいけな   
新旧メディアは大変だなw",oppose,leadership,「無能」と明言し批判
どの局面になったら会えるのかな,neutral,other_reason,立場表明なく、状況の懸念を表明
"高市に反応してほしくてたまらなさそうやな中国   
ほっとけほっとけ勝手に自滅してる",oppose,political_ideology,中国へのずる賢い対応を批判
">>147 
ネトウヨの教祖 
昔小林よしのり 
今高市早苗",oppose,political_ideology,右傾化系政治家への批判を示唆
無理して会談する必要ない　中国なんかほっときゃいい,oppose,diplomacy_ability,中国との対話を否定し、外交姿勢を批判
"なるくんなるくん   
DAPPIって企業だったはずで   
お得意先が自民党とKADOKAWAだったんでしょ   
じゃあ従業員の逃亡就職先どこなんだろうね？ｗ   
https://megalodon.jp...ormat=jpg&name=large

ソフバンのアドレス60番台120番台からはじまる奴   
ソフバンでOCNのMVNO使って自作自演してる奴←NEW   
NTTのビジネス（法人用）回線使ってる奴（OCN）114.179.95.46   
ワッチョイのｆ1から始まる奴   
アドレスが文京区（株式会社角川アスキー総合研究所がある）のNTTの奴   
アドレスが杉並大久保（Daiwa荻窪タワー：角川が出資したアニメ企業があるその他アニメ企業）のNTTの奴   
ワッチョイの後ろ[2404:7a81:から始まる奴←NEW   

なんで暇空茜擁護や高市応援してる奴ってKADOKAWAに近いのかなあ？ｗ   
教えてよなるくん",neutral,neutral,高市氏擁護の有無が明白ではない
日本も戦争する意志のないことを強く主張しないと中国の思う壺   だと思う,oppose,diplomacy_ability,中国に対する姿勢が弱いと批判
会話する機会も何も中国語の通訳を用意してなかったらしいからそのつもりだわ,oppose,diplomacy_ability,中国側の配慮不足を指摘し、外交対応を批判
">>149
向こうが会いたければいつでも会える 
日本はいつでもどうぞって言ってるわけだから",neutral,other_reason,立場表明はせず、関係修復への非難レスポンスを述べる本文
"おわったわ   
これでパンダはいなくなる   
日本も高市もおわった",oppose,political_ideology,日本の政治および高市氏のパワーランク終焉を暗喩
"日中韓首脳会談に応じず　中国外務省 [ぐれ★]   
https://asahi.5ch.ne...newsplus/1763972044/",oppose,diplomacy_ability,日中韓首脳会談を拒否した点が批判
>>137 食事会にくらい来いよヘタレジャップｗ,oppose,other_reason,相手を侮辱し、接触拒否を助長する表現
ハブられたんか,oppose,diplomacy_ability,高市氏の外交能力への否定を含む表現
飲みィのやりィの逃げまくり,oppose,leadership,日中接触の回避を「逃げ」だと批判
むしろ会わない方がいい時もある,oppose,diplomacy_ability,高市氏の発言による関係悪化を踏まえ、会談回避を支持
"オープニングセッション欠席   
逃げた以外の言葉でごまかすのは不可能だよ",oppose,leadership,会議出席の有無を指導力の欠如に結び付け、人物批判
"高市は、答弁の撤回も支那の首脳との会談もせんで良いよ   
支那人観光客が永久に一人も来ないようにしてくれ",oppose,political_ideology,対中強硬姿勢とフェミニズム批判を表明
"夕食会に出てないのに高市は逃げ回ってない！ 

ダセー",oppose,leadership,態度の不適切さを批判
>>142 マウント取れる服を選んでたからしゃーない,oppose,diplomacy_ability,服装を政治的失態と批判
さようなら、パンダとパトリオット,neutral,other_reason,動物と兵器の関連が不明で立場同定不可
"なんだ 
やっぱ逃げてるんじゃねーか",oppose,leadership,高市氏の日中接触不成立を「逃げる」と批判
You.Tubeで大宮公園のピースくん見てからビールでも飲むかな,neutral,other_reason,記事内容無関係の日常会話
"扉を閉ざすようなことはしていない」と述べた。   
そりゃ、待っていても来るもんか。当たり前。   
習近平主席ではなく李強首相なのに、それすら相手にしようとせず待ちの体制。   
米国抜きの首脳宣言採択に遅刻して参加しなかったのも判断できないから単に逃げただけ。",oppose,diplomacy_ability,外交的対応の不十分さを批判
">>116
何はしゃいでるか知らんがそういう話じゃないのよ 
こんな公の場で今日本の政治家が中国の高官と談笑なんかしてみろよ 
相手が中国国内で国民から叩かれまくるだろ 
少しは頭使え",oppose,diplomacy_ability,中国との接触を非難し、外交的配慮を求める
トップじゃないし、わざわざ会いに行かんよね,neutral,other_reason,立場ではなく会見の必要性について述べている
">>155 
サナはボディランゲージでなんとかするからｗ 
まあ日本国内ですらコミュ障害すぎて友達も仲間も作れなかったんですけどね",oppose,leadership,コミュニケーション能力の低さで指導力を批判
"黙ってたら同情してくれると思ってるのかも知らないけど   
甘過ぎる",oppose,leadership,高市氏の見做しが甘いと批判している
